[00:06] 开了一扇窗户
[126:14] 所以一般来说第一件事情
[126:15] 比较容易能做
[126:16] 你能出去能过去
[126:17] 第二个阶段是说100人或者200人这个阶段
[126:20] 是企业到了一个新的阶段
[126:22] 是开始有一定的分工
[126:24] 比如说有负责商业化的
[126:25] 有负责研发的
[126:26] 有负责做产品的
[126:27] 有负责日常运转的
[126:29] 方方面面开始有分工
[126:30] 团队分工之后就会带来一个
[126:32] 大家各自负责一摊
[126:33] 又带来一个就是互相沟通交流对齐
[126:36] 就是产生管理成本
[126:37] 管理上的消耗
[126:38] 如果这个时候如果协调不好
[126:41] 可能就分崩离析了
[126:43] 对吧就协调不好
[126:44] 就可能各管一摊就管不起来
[126:46] 就捅不起来
[126:47] 大家的目的是不一样的
[126:48] 最后可能就分崩离析了
[126:50] 到了几百人五百人
[126:52] 甚至更多人的时候
[126:53] 这个规模上去之后
[126:55] 会产生另外一个问题
[126:56] 就管理学上的一个问题
[126:57] 就是你开始出现分层
[127:00] 出现中间的这些管理者
[127:03] 它不再是一个很扁平的状态
[127:05] 你的信息的传导会变得越来越长
[127:07] 对齐会越来越难
[127:08] 你管理的成本会越来越高
[127:10] 各种各样的合规安全等等
[127:12] 这方面的事情会越来越麻烦
[127:14] 原来我们在科建的时候
[127:16] 大约一百多人搬到这边来的
[127:18] 基本上所有人我都认识
[127:20] 都叫不出来名字
[127:21] 干什么的我都知道
[127:22] 但是搬到这边来之后
[127:23] 两层我的办公室在其中一层
[127:25] 在另外那一层我很少就去
[127:27] 没那么多
[127:28] 有可能一段时间之后
[127:30] 公司里面就有一批人
[127:31] 我叫不出来名字了
[127:32] 就不知道他在干嘛了
[127:33] 这种你心里会有落差
[127:34] 不是落差
[127:35] 就会产生这种
[127:36] 就是其管理上的这样的一些
[127:38] 空白的地带
[127:39] 就是不在你的视野之内
[127:40] 你靠你个人已经不可能cover掉
[127:42] 靠你整个企业的管理的体系机制
[127:45] 运转
[127:46] 感觉不在你的掌控内
[127:47] 但其实你是可以掌控的
[127:49] 这个就有一个
[127:50] 你说是落差也好
[127:51] 或者心理上的变化也好
[127:52] 也都可以
[127:53] 怎么变化的心理上
[127:55] 你会要相信
[127:56] 或者说更花一些精力去
[127:58] 在整个机制体制运转
[128:00] 定义一些规章制度
[128:01] 这些方面去
[128:02] 而不是说什么事情
[128:03] 都在我的视线范围之内
[128:05] 很多事情不在你的视线范围之内
[128:06] 就发生
[128:07] 但你怎么让这件事
[128:09] 都在你的掌控范围之内
[128:10] 不能超出一定的范围
[128:11] 都是安全可控
[128:12] 这个就是
[128:13] 企业它发展不同的阶段
[128:15] 它需要的不同的
[128:16] 事情
[128:17] 现在我们又有一个新的坎
[128:19] 要上市
[128:20] 上市企业合规要求是很高的
[128:22] 让你很难受的是哪件事
[128:24] 难受到没有
[128:25] 就是辛苦一点累一点
[128:27] 要很多沟通工作
[128:29] 是沟通
[128:30] 然后包括协调
[128:31] 包括做一些调整
[128:33] 过程中有犯过什么错没有
[128:34] 还好吧
[128:35] 我们比较幸运
[128:36] 没有犯什么大错
[128:37] 在智普的决策机制是什么样的
[128:39] 几个联合创始人之间
[128:40] 我们完成谷改之后
[128:42] 是有董事会
[128:43] 大事情就是上董事会去决策了
[128:45] 然后
[128:46] 日常的
[128:47] 有管业务的
[128:48] 有专门的委员会
[128:50] 然后
[128:51] 管日常运营的
[128:52] 也有
[128:53] 专业的委员会
[128:55] 大部分日常的运营
[128:56] 就是这些委员会
[128:57] 会有几个人一起来决策
[128:59] 所以还是相对比较简单
[129:00] CEO 董事长
[129:01] 手续科学家
[129:02] 唐洁老师
[129:03] 这几个是怎么分工的
[129:05] 当然唐老师
[129:06] 手续科学家
[129:07] 他肯定主要就是在研究
[129:09] 科研
[129:10] 这一块
[129:11] 然后
[129:12] 有一些重大决策
[129:13] 这些事情
[129:14] 他作为
[129:15] 创始团队
[129:16] 肯定会要去做重要的决策
[129:18] 然后董事长这边主要是
[129:21] 帮助在对接像
[129:23] 监管
[129:25] 政府
[129:26] 还有部委的一些事情
[129:29] 然后包括公司
[129:30] 还有融资等等
[129:31] 这方面的一些事情
[129:32] 他会花很多精力
[129:33] 在这方面
[129:34] 然后我这边现在主要是花
[129:36] 比较多的精力
[129:37] 就是公司的日常运营
[129:38] 尤其是
[129:39] 靠前台
[129:40] 就是市场化这一块
[129:42] 商业化这一块的事情
[129:43] 比较多
[129:44] 因为你们很喜欢
[129:45] 你团队都来自于清华
[129:46] 会造成其他人加入智普
[129:48] 会有文化难以融合吗
[129:50] 如果他不是清华的
[129:51] 我们也还是有不少的
[129:53] 核心的人员都
[129:55] 也来自其他的
[129:56] 如果学校的话
[129:57] 比如说复旦
[129:58] 上交什么这些
[130:00] 都有
[130:01] 给大家都有
[130:02] 然后还有来自大厂的
[130:03] 像什么字节
[130:05] 阿里
[130:06] 腾讯这些都有
[130:08] 所以相对来说
[130:09] 还是比较open的一个文化
[130:12] 有人会叫你们叫学院派
[130:13] 你觉得这种说法
[130:14] 中肯吗
[130:15] 挺对的
[130:16] 因为我从学院里出来的
[130:17] 学院派创业需要
[130:19] 你们有什么know how
[130:20] 你觉得需要克服的
[130:22] 不好的惯性是什么
[130:23] 学院派创业
[130:25] 可能大家最多诟病的
[130:27] 就是说学术其实比较重
[130:29] 大家对于技术研发创新
[130:31] 这一块看到会比较重
[130:33] 对商业化的话
[130:34] 就相对比较忽视
[130:35] 可能是大家诟病的
[130:36] 比较多的一个问题
[130:37] 我觉得我们还是挺注意这一点
[130:41] 但还有一个原因
[130:42] 还有一个因素
[130:43] 我考虑是说
[130:44] 当时我说过
[130:45] 我们当时在实验室里面
[130:46] 其实也就开始挣钱
[130:47] 也接触市场的这种机会
[130:49] 其实也比较早
[130:50] 所以其实在这一块多少还行
[130:52] 我们也还都知道
[130:53] 这些事情怎么去弄
[130:55] 大方向不会
[130:56] 就刚才说的
[130:57] 不会犯什么特别大的错误
[130:59] 走到今天你对智普的状态满意吗
[131:01] 对智普的成长满意吗
[131:03] 你要说百分之百
[131:04] 说智普很perfect
[131:06] 我当然也不相信
[131:08] 毕竟一路走过来
[131:11] 确实时间还比较短
[131:13] 几年时间
[131:14] 太快了
[131:15] 太快了
[131:16] 也发展的很快
[131:17] 所以中间你要说很完美
[131:19] 肯定不是
[131:20] 有很多事情
[131:21] 我们觉得还是能够做到更好的
[131:22] 比如说
[131:23] 比如说有一些产品方向的决策上
[131:27] 我觉得我们可以更聚焦一点
[131:30] 今年可能好一点
[131:31] 去一年的话
[131:32] 我们做了很多的事情
[131:33] 多摩泰
[131:34] 包括跟类似Sora的产品
[131:36] Coco Video什么之类的
[131:38] 也做了很多新的一些探索
[131:41] 这些探索
[131:42] 到了一定程度之后
[131:44] 可能由于一些资源等方面的一些原因
[131:48] 后续的研究和推进
[131:50] 就会相对的比较缓慢
[131:52] 或者说放慢速度
[131:53] 我是觉得可能在这一块的话
[131:55] 我们可以更合理的来规划一下
[131:57] 原来是敞开了
[131:58] 就全部都平行
[131:59] 大家一起来做这个事情
[132:01] 反正只要想做
[132:02] 我们就一起来做
[132:03] 这不是所谓的自家而上文化吗
[132:05] 看哪里能有性
[132:06] 其实可以更聚焦一点
[132:08] 我们把带宽缩小一点
[132:10] 有些任务适当的
[132:12] 创新一些
[132:13] 做完一件事情
[132:14] 再一件事情
[132:15] 这样的话第一
[132:16] 你资源的有效利用
[132:17] 第二也从时间和空间就做个平衡
[132:20] 控制一下自己的成本支出
[132:22] 等等各方面的一些风险
[132:24] 其实从去年开始
[132:25] 模型公司都开始分化了
[132:26] 硅谷公司它都有不一样的BAT
[132:28] OpenAI成为了一家应用公司
[132:30] Anthropic可能成了一个2B
[132:32] 但是现在也在coding领域也做得非常好
[132:34] 你觉得支补的不一样的BAT是什么
[132:37] 就是你说要收敛
[132:38] 你们要收敛在哪里
[132:40] 然后它有这种独特的下赌注
[132:42] 那么在2025年初的时候
[132:44] 我们大概有三个预测
[132:46] 首先第一个就是机座模型能力持续提升这件事
[132:49] 甚至是多模型或者是多种数据融合的这种
[132:53] 混合型的这种机座模型是一个大的方向
[132:56] 第二个是智能体这件事
[132:58] 它会是一个很重要的这样的一个方向
[133:01] 第三个就是国际化
[133:03] 当时我们年初的时候就说了这三件事
[133:05] 现在回过头去来看
[133:07] 其实一一都验证
[133:08] 从现在当下的状况来看的话
[133:11] 明年或者说未来我们要继续BAT
[133:16] 只有一件事情就是AGI
[133:18] 当然说这个事情比较长
[133:20] 如果你拆解到短期
[133:22] 首先智能体这件事情
[133:24] 我觉得它是非常非常重要
[133:26] 它解决了模型到真正实际应用之间的落地路径的问题
[133:31] 它肯定是一个很重要的事情
[133:33] 第二个事情是
[133:34] 还是我刚才说的新的scanning load
[133:37] 新的计算范式这件事情上
[133:39] 我觉得像IIL这一块
[133:41] 这个事情它会持续的
[133:43] 会有新的范式诞生
[133:45] 所以这两点是我们相信的
[133:47] 我觉得也是质朴在接下来这段时间里面
[133:51] 比较重要的要去发力的点
[133:53] 你觉得你们能被评价为一个理想主义的团队
[133:55] 还是一个现实主义的团队
[133:57] 我觉得我们还相对比较平衡
[133:59] 平衡
[134:00] 因为我个人
[134:01] 天秤座
[134:02] 对我是个天秤座的人
[134:04] 我是比较平衡
[134:06] 就是我们可以有很远大的理想
[134:08] 这个理想我们一直不会放弃
[134:10] 但是呢
[134:11] 又不是说我们空有理想
[134:13] 也不知道怎么去做
[134:15] 但是真的
[134:16] 当我们把这个
[134:17] 这个要实现的路径目标
[134:19] 阶段性的目标确定清楚的时候
[134:21] 我们会非常扎实
[134:22] 非常落地的去执行
[134:25] 去达成这个阶段性的成果
[134:28] 我觉得这个是
[134:29] 我们这个团队
[134:30] 还是非常有特点的一个地方
[134:33] 一个平衡的团队
[134:34] 那你刚才没有回答我那个问题
[134:36] 就是你觉得中国谁真正在追求AGI
[134:39] 其实说实话
[134:40] 我不是太知道
[134:42] 我不好去判断这件事情
[134:44] 因为我发现跟大家聊完一圈之后
[134:46] 大家对于AGI的定义的差别很大
[134:49] 所以大家
[134:51] 你说你在追求AGI
[134:52] 我也说我在追求AGI
[134:54] 但这个事情
[134:55] 你需要相信的不再是这一句话
[134:56] 是它那个本质
[134:57] 对你们来说本质是
[134:58] 我们的本质
[134:59] 其实用我们公司那个slogan
[135:01] 其实还是挺好能解释的
[135:03] 让机器像人类一样思考
[135:04] 对
[135:05] 但最终呢
[135:06] 你思考
[135:07] 能思考的机器
[135:08] 最终还是要反过头来去
[135:09] 让人类的社会
[135:10] 负能
[135:11] 人类
[135:12] 人类的社会
[135:13] 人类的这个历史
[135:14] 让人类社会更美好
[135:15] 这是我们想要做的事情
[135:16] 这就是工程师文化
[135:17] 唐杰老师是一个什么样的人
[135:18] 唐老师是一个决定聪明
[135:20] 非常有执行力
[135:22] 很热情的一个人
[135:23] 一旦他想清楚一件事情
[135:24] 想要怎么想要做这件事情
[135:26] 他会特别的push
[135:28] 特别的有fashion的去干这件事情
[135:30] 而且非常的专注
[135:32] 他现在最push的是啥
[135:33] 拼命的push我们团队
[135:34] 把模型的能力持续的往上拱
[135:36] 所以你看他在微博上会在问说
[135:38] 大家关心什么
[135:39] 想要下一个版本的模型
[135:41] 对吧
[135:42] 有什么能力
[135:43] 这是他可能目前最核心
[135:45] 最关心的一事
[135:46] 当然这个上市的事
[135:47] 他也很关心的
[135:48] 最近团队状态怎么样
[135:50] 要上市了
[135:51] 我觉得还不错吧
[135:52] 整体上大家还都比较
[135:54] 精神状态还都比较饱满
[135:56] 得益于最近的
[135:57] 不管是模型技术
[135:59] 模型的发布
[136:00] 还有商业化的结果
[136:02] 方方面面其实也都还比较如预期
[136:06] 所以大家整体上
[136:08] 状态还不错
[136:09] 作为CEO你会怎么管理大家预期吗
[136:11] 你最近有跟大家说什么
[136:12] 我们团队内部经常会
[136:15] 每周会开会对齐
[136:17] 然后尤其商业化这一块
[136:19] 当然市场上是会什么
[136:20] 一个变化
[136:21] 我们要怎么去应对这些变化
[136:24] 然后跟技术部门怎么样去
[136:26] 研究部门怎么样去沟通
[136:28] 怎么让我们的研究
[136:29] 和商业化的这件事情
[136:31] 不是两张皮
[136:32] 能够更好的去沟通
[136:34] 这个内部有很多的这些事情
[136:36] 我觉得作为CEO是一个桥梁
[136:38] 是搭台子
[136:40] 让大家发挥自己的能力
[136:42] 想象力
[136:43] 能力
[136:44] 执行力
[136:45] 去达成结果
[136:47] 所以很多时候是
[136:48] 我也会很惊讶
[136:50] 底下或者说
[136:52] 小朋友们会做出来一些
[136:54] 超出我们预期的一些事情
[136:56] 我挺享受这个过程的
[136:58] 什么时候能break even
[137:00] 这个彩报里面应该会给
[137:02] 当官的这些预测
[137:04] 应该我们会
[137:05] 按照我们现在的整体的商业化
[137:07] 包括业务上的变化
[137:09] 整体上还是比较向好的
[137:12] 包括我们的云端的收入
[137:16] 很快速的这种上涨
[137:18] 然后2B的
[137:19] 然后我们的收入也在稳步的
[137:22] 每年保持一个比较高速的
[137:24] 速度的增长
[137:25] 随着我们的研发
[137:27] 包括技术本身的收敛
[137:29] 成本的投入
[137:30] 持续的在优化
[137:31] 所以应该来说
[137:33] 这个过程不会太长
[137:35] 最近上市背后有什么有意思的故事吗
[137:37] 我去参加了一下
[137:39] 摩尔的敲钟的仪式
[137:41] 因为我们跟摩尔合作时间还挺长
[137:44] 让他们也邀请我过去
[137:46] 然后我就顺便去上海去了一趟
[137:48] 然后我跟他们说
[137:50] 我说我来学习一下
[137:52] 学习怎么敲
[137:54] 敲钟是个什么样的过程
[137:56] 挺有意思
[137:57] 跟他们也聊了一下
[137:58] 其实挺感慨的
[138:00] 他们也是北京企业
[138:01] 内容也不远
[138:02] 但他们也创造了一些历史
[138:04] 确实大家都很不容易
[138:06] 这一波非常非常的不容易
[138:08] 各自有各自面临的这种难题
[138:11] 然后挑战
[138:13] 能走到这一步
[138:15] 走到这个今天的
[138:16] 可以说都是英雄
[138:17] 做一家实现了AGI的公司
[138:19] 和做一家利润很高的公司
[138:21] 这两个二选一你选哪个
[138:23] 当然实现AGI的公司
[138:25] 这个不用想了
[138:27] 哪怕实现了AGI
[138:28] 然后挂了也可以吗
[138:29] 说这个话太不吉利
[138:32] 当然我们不希望挂掉
[138:35] 而且我相信
[138:36] 如果我们能够实现AGI
[138:38] 我们不会挂掉
[138:39] 我们也会是一个很伟大的公司
[138:41] 仅仅从商业化上来说
[138:42] 也会是一个很伟大的公司
[138:44] 这两者并不是对立的
[138:46] 你觉得智普如果做成什么样
[138:48] 你是不满意的
[138:49] 往后看五年
[138:50] 只赚钱
[138:51] 没有技术的产出
[138:52] 或者说对这个行业的这种贡献
[138:54] 我觉得我就肯定不满意
[138:55] 你觉得你们的技术理想主义
[138:56] 和比如说梁文峰的技术理想主义
[138:58] 有什么不同
[138:59] 这个问题还真没有
[139:01] 特别的去思考这件事情
[139:03] 可能我们更期待说
[139:05] 我们自己的这个技术理想主义
[139:07] 我们能把它变成现实
[139:09] 就像我们的slogan里面讲的
[139:10] 我们不光要让机器像人一样去思考
[139:12] 还得让它思考完了之后
[139:14] 反过头来能用得上
[139:15] 产生实际的价值
[139:16] 所以可能我们要的更多一点
[139:18] 想要做的事情更多一点
[139:20] 除了在实验室里面
[139:21] 我们每天对着这个屏幕
[139:24] 敲代码
[139:25] 然后做实验
[139:26] 然后对着这些机器去折腾
[139:28] 也会卷起裤管
[139:29] 露起袖管
[139:30] 去跟客户的现场去
[139:32] 去做商业化
[139:33] 去解决大家实际的问题
[139:35] 不是说你买了我的东西
[139:37] 拜拜再见
[139:38] 是真的让用户说
[139:39] 你这东西挺好用的
[139:40] 解决了我实际的问题
[139:41] 我们的成就感就完全不一样
[139:43] 我觉得可能在这点上
[139:45] 我们想的会丰富一些
[139:47] 你刚刚一直说
[139:48] 其实回望过去六年半蛮感慨的
[139:50] 有没有一些自己感慨的瞬间
[139:53] 自己觉得比较动容的瞬间
[139:55] 还是有的
[139:56] 我一闪过过去这几年里边
[139:58] 其实还有很多的这种瞬间的
[140:00] 正好我们在21年底的时候
[140:02] 在深圳注册了一家分支机器
[140:05] 是为了深圳的一个
[140:06] 比较大的一个客户
[140:08] 一个事情
[140:09] 我就孤身一个人
[140:10] 就跑到深圳了
[140:11] 7月份然后一直待到年底
[140:12] 因为要融资等等的原因
[140:14] 不得不回到北京
[140:15] 在那边待了小半年
[140:17] 那段时间你想
[140:18] 正好碰上我们
[140:19] NCB开源发布融资系列的事情
[140:22] 而且我回去的时候
[140:23] 并不是空手回去的
[140:24] 我是带着几千万的合同回去的
[140:26] 是客户合同是吧
[140:27] 对
[140:28] 基本上就是我一个人去
[140:29] 然后在那待了半年
[140:30] 不停的在想办法促成这件事情
[140:33] 所以那时候挺感慨的
[140:34] 给公司赚钱
[140:35] 是一种什么感觉
[140:36] 还是挺自豪的
[140:37] 就是证明我们还是有挣钱的能力
[140:39] 我们的技术还是有人愿意买单的
[140:42] 能给我们的客户去创造价值
[140:44] 会觉得自己苦哈哈的吗
[140:46] 苦哈哈我觉得倒不怕
[140:48] 我觉得吃苦这个事情
[140:50] 我觉得倒没啥
[140:52] 只要有回报
[140:53] 我觉得都OK
[140:54] 这是一个瞬间
[140:55] 对
[140:56] 当时我自己都没感觉傻
[140:59] 还是还挺平静的
[141:00] 后来回过头
[141:01] 那年年底的时候想想
[141:03] 我觉得还挺不容易
[141:04] 真的挺不容易
[141:05] 两点一线都不能三点
[141:07] 但是最终把这个事情达成了
[141:09] 我觉得就还非常了不起
[141:11] 再然后我们开发布会
[141:14] 他们会我说
[141:15] 你上台去发布一下
[141:17] 我们手机的智能体现场
[141:20] 让智能体给大家发个红包
[141:22] 我印象也特别深
[141:23] 其实出了一点小小的bug
[141:25] 就一点点小
[141:26] 非常小的一个bug
[141:28] 就是红包的金额
[141:30] 他填错了一位数字
[141:32] 但不影响
[141:34] 我妈就发出去了
[141:35] 那一刻我也是觉得
[141:36] 后来有人评论
[141:38] 这个是AI给人类发的第一个红包
[141:41] 还是挺有成就感
[141:42] 再往后
[141:43] 今年的应该是7月份
[141:46] 发布我们4.5的模型的时候
[141:48] 又是另外一个感觉
[141:49] 因为那次发布autogym
[141:50] 我们开了一个比较大的发布会
[141:52] 就是一个on day的一个活动
[141:54] 现场来了好几百人
[141:55] 然后今年7.5发布的时候
[141:57] 其实就没有太多人
[141:59] 可能现在也就几十个人
[142:01] 也不多
[142:02] 然后我们也没有
[142:03] 特别大的去做发布什么之类的
[142:06] 比较低调
[142:07] 主要是在线上
[142:08] 上线
[142:09] 然后开源了
[142:10] 然后现场就几十人
[142:11] 我也就很平淡的跟大家讲了讲
[142:13] 大家也没引起大家太多的关注
[142:16] 但是在线上
[142:18] 在海外很多评价很高
[142:21] 因为第一你看源
[142:22] 第二效果确实不错
[142:24] 从4.5开始那效果非常好
[142:25] 后来就陆续发生很多很魔幻的事情
[142:28] 就是什么美国公司来talk我们
[142:31] 像Windsor
[142:33] 什么这些用我们的不是talk
[142:35] 就用直接用的模型
[142:36] 他们就把请问下了
[142:39] 然后上了我们的模型
[142:40] 专门给Windsor他们服务
[142:42] 然后后来还有据说还有一些什么厂家
[142:46] 拿我们模型开的模型去征流去裁剪
[142:50] 然后talker用它
[142:51] 就装作他们的模型去给客户提供服务
[142:55] 后来就发生了很多的这种事情
[142:57] 当时觉得挺感慨的
[142:59] 你看我们发布上
[143:01] 宣发上其实我们
[143:03] 并没有做太多的事情
[143:05] 现在技术想就不需要发布
[143:07] 对其实你本质上你还是把这个事情做好
[143:09] 大家认可你
[143:10] 自然而然这件事情它还是会有就相应的这种回响
[143:13] 所以后来到4.6 4.7
[143:15] 你看我们其实都没有做特别大的
[143:17] 不像以前动不动就开个大发布会
[143:20] 剩下几百人一起来嗨一下
[143:22] 没有
[143:23] 这其实某种程度也是Deep Seek教大家的
[143:26] 对也算吧
[143:27] 可能大家在有点审美疲劳
[143:31] 对这种事情有点审美疲劳
[143:32] 就是你无论如何你吹的怎么样
[143:35] 或者说宣传的怎么样
[143:36] 最终还是回归到实际的应用效果上来
[143:38] 所以其实大浪拍过来的时候
[143:40] 你是毫无准备的
[143:42] 然后就被这样很魔幻的走过了这三年
[143:44] 是像我的数学导师
[143:46] 其实他当时跟我们讲过一句话
[143:48] 我到现在还记得
[143:49] 他说机会永远是留给有准备的人的
[143:52] 就哪怕是你在海上飘着
[143:54] 有一块布板从你眼前飘过
[143:56] 你也要扑腾两下才能把它抓住
[143:59] 所以你还是要有准备
[144:01] 时时刻刻都有准备
[144:02] 做好准备
[144:03] 这个事情我也在想怎么来做
[144:05] 你要想精准的预测清楚
[144:07] 未来会发生什么事情
[144:08] 什么时间点发生什么事情
[144:09] 这个很难
[144:10] 所以你不可能有针对性的准备
[144:12] 不能针对说
[144:13] 我知道明天要发生啥
[144:14] 我先准备一下
[144:15] 不可能
[144:16] 你什么叫做好准备
[144:18] 只有是日复一日
[144:20] 年复一年
[144:21] 坚持认为你觉得正确的事情
[144:24] 不要懈怠
[144:25] 不断的积累
[144:26] 不断的去做这些事情
[144:28] 也就是你认为正确的路走下去
[144:30] 而且不要被造成
[144:31] 任何干扰
[144:32] 当机会来的时候
[144:33] 你就有能力去抓住它
[144:34] 所以我觉得我们一方面是幸运的
[144:36] 走过来这几年
[144:37] 公司六年多
[144:38] 时机时间
[144:40] 各种的环境
[144:42] 大的环境
[144:43] 其实你可以认为都站在我们这边
[144:45] 也认识了很多朋友
[144:47] 自同道合的一起来做这件事情
[144:49] 另外一方面也得益于
[144:51] 我们一直在积累
[144:53] 一直在做好准备
[144:55] 能抓住这些机会
[144:56] 中国人讲叫天时地利人和
[144:58] 可能你要成就一些事情
[145:00] 这个东西缺一不可
[145:02] 敲钟好像手感还是挺神奇的
[145:07] 你准备重重的敲还是轻轻的敲
[145:09] 不知道
[145:10] 你准备用什么力度
[145:11] 现场去看一下钟有多大
[145:13] 开玩笑
[145:15] 100年后
[145:16] 如果质朴会出现在人工智能的历史书上
[145:19] 你希望它是被怎么撰写的
[145:21] 可能从个人角度来说
[145:23] 我希望它能够在质朴的注脚里面
[145:27] 有这么一句话
[145:29] 质朴是AGI历史上的一个先行者
[145:33] 你看我们做这个事情也非常的早
[145:35] 投入这个事情很早
[145:37] 包括我们成立公司做很多的事情
[145:40] 包括技术上的突破
[145:42] 很多时候我们都是在出航线
[145:44] 但最终大家的
[145:45] 可能留给大家的这个印象里边
[145:47] 我觉得这么一句话还是挺
[145:49] 早对你们来说重要的
[145:50] 为什么不是创新者而先行者
[145:52] 先行者一般就是创新者
[145:54] 就开路的人
[146:02] 好了今天的节目就是这样
[146:04] 这里是商业访谈录
[146:06] 是一档由语言及世界工作室出品的
[146:09] 深度访谈节目
[146:10] 你可以到公众号关注我们的工作室
[146:12] 获取更多的信息
[146:14] 我们的公众号是语言及世界
[146:17] language is world
[146:19] 我们希望和你一起
[146:20] 从这里探索新的世界
