[00:03] Hello 大家好,我是小骏
[00:04] 2026年除了嘉宾访谈
[69:58] 对吧
[69:59] 但是呢
[70:00] 我认为就是说
[70:01] 再往后
[70:02] 我认为的发展呢
[70:04] 其实就会更加的不一样
[70:06] 为什么呢
[70:07] 因为我觉得
[70:08] 在这个时候
[70:09] 就是说在大圆模型RIHF评价的时候
[70:12] 它还是一个以人为重心
[70:14] 比方说Macor
[70:15] Surge也是一样
[70:16] 都是以越来越优秀的人为重心
[70:19] 去提供反馈
[70:20] 去提供更多的经验的传授
[70:23] 我认为对于巨声来讲的话
[70:25] 它所需要的数据量
[70:26] 要远远大于大圆模型所需要的数据量
[70:30] 那在这个时候
[70:31] 很难去想象
[70:32] 比方说一千倍的这个scale
[70:35] Macor Surge
[70:36] 他们可能已经在全球有大几十万人
[70:39] 可能一百万人这样一个规模
[70:41] 一千倍这个规模去提供数据
[70:44] 我认为这个是一件很难去规模化
[70:47] 也很难高效的一件事情
[70:49] 所以我认为在这个时候呢
[70:51] 一定会发生一个转变
[70:53] 就是以人为重心
[70:54] 变成以系统为重心
[70:56] 这个系统是一个引擎
[70:59] 它基于
[71:00] 可能在端测的不同的人
[71:02] 它基于它的仿真
[71:05] 它的这个工程的能力
[71:08] 去放大这些人的信号
[71:11] 这些人的经验
[71:12] 让他们来有效的去支持到
[71:15] 巨声模型的这个演进
[71:18] 而且呢
[71:19] 我觉得这件事也一定是一个以评测去动
[71:21] 而不是以这个
[71:23] 就是比方说就是
[71:25] 就是训练去动的一件事情
[71:27] 所以我觉得这个可能是一个数据产业
[71:29] 我认为可能一步一步的一个演变
[71:31] 刚才我们讲到就是标数据的人
[71:34] 或者说收集数据的人
[71:35] 他的时薪大幅的提升
[71:37] 人数有减少吗
[71:38] 人数其实没有减少
[71:40] 对
[71:41] 这个其实很有意思的一件事
[71:43] 其实我最早的时候
[71:45] 也想了很多这块的问题
[71:47] 就是说是否有一天
[71:49] 要不然就是算法的
[71:51] 学习的效率大大的提升
[71:53] 对吧
[71:54] 要不然就是这个人
[71:56] 就是模型的能力
[71:58] 越来越高
[71:59] 就会越来越不需要
[72:01] 顶尖的人的认知
[72:02] 但是到目前为止
[72:03] 其实还没有
[72:04] 我觉得这个点上
[72:05] 很像最早的时候
[72:07] Deep Seek出来
[72:08] 对吧
[72:09] 然后大家说这个Test Time
[72:11] Scaling这件事
[72:12] 一旦出来了以后
[72:13] 很有可能预训练
[72:15] 或者整体上对英伟达的卡的需求量
[72:18] 就会大大的降低
[72:19] 但是其实大家发现
[72:21] 当Test Time Scaling出来了以后
[72:23] 倒刺激了更多的AI应用的需求
[72:26] AI Agents的需求
[72:28] 反向的增加了
[72:30] 英伟达卡的需求
[72:32] 我觉得很有可能是这样
[72:34] 我觉得一个比较直觉的一件事
[72:36] 就是可能越有能力的人
[72:40] 他越爱学习
[72:42] 他其实每天读的书的量
[72:44] 不是减少而是增加
[72:46] 我觉得很有可能
[72:47] 后面会是这样一个情况
[72:48] 当然他会增加到一个阶段
[72:50] 就是说举一个例子
[72:52] 可能AI的模型能力太强了
[72:55] 到最后的时候
[72:56] 可能这个世界上
[72:57] 他已经达到了一个诺贝尔奖的水平
[73:00] 那已经没有几个人可以教他了
[73:02] 那在这个时候
[73:03] 我认为他需要做的就是
[73:05] 自我的不断的提升
[73:08] 就跟人一样
[73:09] 有AI训练AI
[73:10] 没错
[73:11] 我认为他其实会很像人
[73:13] 就是说人可能在小的时候
[73:15] 可能更多的是看很多的画本
[73:18] 有老师的言传身教
[73:20] 到后面的时候
[73:21] 可能更多的是自我的不断的提升
[73:23] 或者说我觉得有很多的人
[73:25] 他并不是去与别人去对比
[73:27] 他是与自己去对比
[73:28] 我每天今天能够比昨天进步多少
[73:31] 我觉得一样道理
[73:32] 我觉得AI也会到这个阶段
[73:34] 那在这个阶段
[73:35] 他真正需要的什么
[73:36] 我觉得他可能需要的是一个环境
[73:39] 一个成功的一个标准
[73:41] 不断更新的成功的标准
[73:44] 然后基于自己的经验
[73:46] 然后基于RL
[73:47] 帮助自己不断的去提升
[73:49] 我觉得他会达到这个阶段
[73:50] 而这个阶段
[73:51] 其实也是我认为对于仿真
[73:54] 对于合成数据很关键的一个阶段
[73:56] 因为这个时候
[73:57] 他永远需要物理的环境
[74:00] 他永远需要评价的指标
[74:02] 这个我觉得会变成
[74:04] 他可能到那个时候最需要的事情
[74:06] 他需要的是学校老师考试
[74:10] 这是这个阶段
[74:11] 他下一个阶段可能就是自我学习
[74:13] 没错
[74:14] 他永远需要一个环境
[74:15] 一个背景
[74:16] 一个环境
[74:17] 以及相应的这些成功的定义
[74:20] 这个数据的产业
[74:21] 他催生哪些关键的人和公司
[74:23] 首先我觉得李飞飞是
[74:25] 真正的定义了AI数据这件事
[74:28] 我觉得他的这个贡献是极高的
[74:31] 那在这个之后
[74:32] 我觉得真正工业化
[74:33] 我觉得这个scale AI
[74:35] 我觉得是真正的去引领了工业化的
[74:38] 这个AI数据的浪潮
[74:39] 而且我觉得他其实引领了两次
[74:42] 第一次是自动驾驶
[74:43] 他创业的阶段
[74:44] 其实当时真正整个行业
[74:47] 规模化的AI数据的需求
[74:49] 就是在自动驾驶
[74:50] 那他把它作为了一套流程化的产线
[74:53] 工厂
[74:54] 真正可以可靠的交付自动驾驶的标注的数据
[74:57] 以及后面可能在21年22年的时候
[75:01] 进入到了GPT-2
[75:02] 进入到了RHF
[75:04] 那么来最早的去服务到了这个大模型的这个数据
[75:09] 尤其是后训练和这个评测的这个数据
[75:12] 基于评测驱动的这个数据
[75:14] 这个产业
[75:15] 我觉得这个是极其关键的
[75:17] 当然可能还有一些就是在评测驱动的这个数据
[75:20] 后来去演变的
[75:21] 比如说像search
[75:23] 像moqueur
[75:24] 这个都是相同的一类的公司
[75:26] 你刚才也提到对于Robotics来说
[75:28] 仿真非常的重要
[75:29] 你觉得仿真到底在这个行业里扮演一个什么样的角色
[75:32] 你觉得它是一个加速器
[75:34] 加速的工具
[75:35] 还是一个更底层的东西
[75:37] 对
[75:38] 我觉得这个问题很好
[75:39] 其实这个也是
[75:41] 我觉得我从业以来
[75:43] 就是做仿真以来
[75:45] 我就一直在思考的一件事
[75:47] 对
[75:48] 那我可以很肯定的说
[75:49] 我认为
[75:50] 仿真对于机器人
[75:53] 它是一个必备条件
[75:55] 没有仿真这件事肯定做不成
[75:57] 那我的出发点
[75:59] 我觉得更多是在几块
[76:01] 第一就是说
[76:03] 刚才咱们提到了数据闭环这个概念
[76:06] 我认为就是说
[76:08] 机器人的数据闭环
[76:10] 和自动驾驶会完全不一样
[76:12] 因为机器人没有这么多
[76:14] 这个真正的这个机器
[76:17] 在这个端册在部署
[76:19] 又基于人的这个示范
[76:21] 去拿回来打开
[76:23] 大规模的这些的数据
[76:25] 那它必须要基于仿真
[76:27] 才能够采回来足够规模化的数据
[76:30] 它是个必须项
[76:31] 所以它是一个必须项
[76:32] 第二呢
[76:33] 我觉得另外一个
[76:34] 我觉得极其的一个必须项
[76:35] 就是就比方说在数据这儿
[76:37] 我觉得一个是仿真
[76:38] 还有一个是人类的数据
[76:40] 我觉得这两个会是
[76:42] 这个本体无关数据的
[76:43] 这个主要的这个来源
[76:45] 而对于这个评测来说的话
[76:47] 我其实想不到
[76:49] 除了仿真之外
[76:50] 任何一种来源
[76:52] 我认为大规模
[76:54] 就我提的不是一个小规模的评测
[76:56] 比方小规模的评测
[76:57] 我可以在实验室级别
[76:58] 或者在一个场景
[77:00] 我去建立一些的样机
[77:02] 十台二十台
[77:03] 去做一些的就是算法的推理评测
[77:06] 我觉得这是可以的
[77:07] 但是我不可能
[77:09] 比方说在
[77:10] 如果我要去落地家居场景
[77:12] 我同时在一千个家庭
[77:14] 甚至可能更多的家庭
[77:16] 比方说去评价
[77:18] 比方说成千上万个不同的这个任务
[77:21] 随时拿回来打开
[77:22] 这些讯息
[77:23] 这些信号
[77:24] 同时
[77:25] 我可以重复性的去测量
[77:27] 比如说
[77:28] 我可能
[77:29] 就是每天我的算法都有演进
[77:30] 那我能不能每天都测量多遍
[77:32] 来去真正的
[77:34] 让我可以更精确的知道
[77:36] 每一版算法的这个演进
[77:38] 这个我认为唯一的方案
[77:40] 只有通过仿真
[77:41] 对
[77:42] 那当然另外一个
[77:43] 我觉得很有意思的一个观察
[77:45] 就是我们服务的客户
[77:47] 其实我们最早的时候
[77:49] 服务的客户都是这种
[77:51] 强的
[77:53] 那他就是相信合成数据
[77:55] 就是相信仿真
[77:56] 那他用我们的合成数据去训练他们的大脑
[77:59] 当时会有一些可能最顶级的
[78:03] 这个Frontier Lab
[78:05] 最顶级的大模型团队
[78:06] 他们就是真实流派的
[78:08] 他们绝对不愿意去尝试任何的仿真
[78:11] 但是
[78:12] 其实咱们再看
[78:13] 我们过去的可能三个月的时间
[78:16] 过去的三个月时间
[78:18] 基本上他们都成为我们的客户
[78:20] 来规模化评测这件事
[78:22] 是你们找他们还是他们找你们
[78:23] 他们来找我们
[78:24] 对
[78:25] 所以这个是一个
[78:26] 有谁啊
[78:27] 这就不方便说了
[78:28] 对
[78:29] 但是这个我觉得是一个很
[78:30] 很有意思的一个信号
[78:32] 就是实话说
[78:33] 当时最早的时候
[78:34] 我是主动的给他们发了很多的邮件
[78:37] 那他们说
[78:38] 我知道你们是仿真最棒的
[78:40] 如果我要做仿真
[78:41] 我一定会来找你
[78:43] 但是我现在可能还没有到这个时间点
[78:46] 但是可能过去的三个月都来找了我们
[78:50] 他们共同遇到的问题是什么
[78:51] 他们没有办法去规模化他们的评测了
[78:54] 这个是他们的核心的问题
[78:56] 就是他们认为他们的算法有做的足够好了
[78:59] 他们之前都是通过真机数据
[79:01] 之前都是通过真机数据
[79:03] 或者通过一些仿真的
[79:06] 就是评测集
[79:07] 就是这些学数据的benchmark去打
[79:09] 但是在真正industry
[79:11] 其实没有太大的一个意义
[79:13] 因为他们太简单了
[79:15] 他们不够规模化
[79:16] 比如说可能我们有一些去落地家庭场景的这些的大脑
[79:20] 的团队
[79:22] 他们可能叠衣服
[79:24] 他们可能做家务
[79:26] 已经做的很好了
[79:27] 那他们希望就是说
[79:29] 能够有一千个不同的家居的场景
[79:32] 可以随时的去评价他们
[79:34] 包括这些最关键不是场景
[79:37] 而是这些任务
[79:38] 以及这些评价标准
[79:40] 可以帮助他们去随时的去评价他们自己
[79:43] 这个是他们不可能通过真机去获得的
[79:47] 听上去想要做的
[79:49] 想要做大脑的那一拨人
[79:52] 可能是最早拥抱仿真的对吗
[79:55] 没错
[79:56] 然后那些就是一开始是从一个场景里走出来的公司
[80:00] 可能是比如说是叠衣服
[80:02] 或者是在商超里
[80:04] 他们有一个做什么事情的机器人的公司
[80:08] 是比较慢拥抱仿真的
[80:10] 当他们需要放话的时候
[80:11] 他需要仿真是这个意思吗
[80:13] 我认为就是说仿真有两种
[80:15] 比方说比较传统的就是这种支持的rl对吧
[80:18] 对吧
[80:19] 这种仿真
[80:20] 那比方说可能全身的就是full body control
[80:24] 或者local motion
[80:25] 就是说如何让一个人型机器人更有效的去行走
[80:30] 让他能够站得比较稳
[80:32] 让他可以去做一些全身控制的任务
[80:35] 这个时候可能这些机器人公司会去很拥抱仿真
[80:39] 他们其实是最早用仿真的一批
[80:41] 只不过这块的仿真的需求量比较小
[80:43] 他可能在一台本地的机器上去跑rl就可以实现
[80:48] 而不是一个大规模的需求
[80:50] 而我认为对于大规模的需求就会如你所说
[80:53] 更多的是这类大模型商大脑公司
[80:56] 他们需要去泛化
[80:58] 他们需要去规模化他们的数据
[81:00] 或者规模化他们的评测
[81:02] 那在这两个点上
[81:03] 他一定会被一个点至少一个点卡住
[81:05] 那他一定会用仿真
[81:07] 所以他们是最早拥抱那批人
[81:09] 没错
[81:10] 那你刚才说近三个月开始出现变化的
[81:12] 应该是在垂直场景做机器人的公司是吧
[81:15] 也不是就是说大模型
[81:17] 大模型团队其实也会分为
[81:20] 就是一上来就是坚定的仿真派的团队
[81:24] 也会有一些就是最早的时候就是真机派
[81:27] 我就相信真机的数据
[81:29] 但是可能到了一定阶段
[81:30] 他会发现我压根走不通这件事
[81:32] 那我一定要仿真
[81:33] 所以我认为就是说过去三个月
[81:35] 我们最多的增长
[81:38] 我觉得第一是基本上可能所有大模型团队
[81:41] 以及他们的世界模型团队
[81:43] 在这可能就是一个公司
[81:45] 可能不止是一个团队
[81:46] 不止是一个团队在跟我们合作
[81:48] 可能有VLA的团队
[81:49] 有世界模型团队
[81:51] 都在跟我们合作
[81:52] 因为其实某种层面上
[81:54] 可能有很多VLA团队
[81:56] 他们可能在基于世界模型的基座
[81:58] 对吧
[81:59] 那到这个时候
[82:00] 没准世界模型团队用我们
[82:01] 可能能够用的更好
[82:02] 对
[82:03] 那可能VLA用我们的评测
[82:05] 世界模型用我们的数据
[82:06] 这个是一个我们可能看到的
[82:08] 很多的一个现象
[82:09] 这三个团队对数据的需求不一样吗
[82:12] 不太一样
[82:14] 比如说可能世界模型团队
