[00:06] Hello 大家好,欢迎收听张小俊商业访谈录,我是小俊
[00:10] 这是一档由语言级世界工作室出品的深度访谈节目
[60:39] 我们有一天上网看那个推特
[60:42] 发现我们很尊敬的
[60:43] 一家美国创业公司
[60:44] 叫做The Browser Company
[60:46] 他做的一款浏览器
[60:47] 可能很多朋友用过
[60:48] 叫做ARK
[60:49] ARK是一款主打设计
[60:50] 但是后来也会有一些
[60:51] 主打设计感
[60:52] 以及后来也有一些
[60:53] AI功能的一个浏览器
[60:55] 他很受一些这个小众的
[60:56] 极客的喜欢
[60:57] 比如他率先做了那种
[60:58] 就是竖排的那个Tab编栏
[61:01] 然后呢
[61:02] 他突然那个创始人Josh Miller说
[61:04] 我决定DiscontinueARK了
[61:05] 就是我不做ARK了
[61:07] 这是一个很
[61:08] 很大的一个决定
[61:09] 然后他说的原因一下就
[61:10] 跟我们一下就共鸣了
[61:11] 他说我做ARK这么久
[61:13] 我甚至无法说服
[61:14] 我的亲戚朋友
[61:15] 从Chrome换成ARK
[61:16] 所以我们觉得好吧
[61:18] 他已经把我们心里的担忧
[61:20] 黑纸白字的写出来了
[61:21] 我们就觉得
[61:22] 可能真的浏览器
[61:23] 不适合创业公司去做颠覆
[61:25] 做两边浏览器对吧
[61:27] 对这是我的第二边浏览器
[61:29] 然后又得到了相同的结论
[61:31] 当然可能之前
[61:32] 我没有这么系统性的
[61:33] 想过这个问题
[61:34] 因为那时候还是
[61:35] 像我刚才讲的
[61:36] 凭爱好再往前冲的
[61:37] 这样一个状态
[61:38] 我很理智的想这件事
[61:39] 觉得这个不太对
[61:41] 但是也是比较幸运
[61:42] 当时看到一些别的
[61:43] 就是一些苗头
[61:45] 几月份停的这个项目
[61:46] 当时是这样
[61:47] 就是我们从我加入2024年的4月
[61:50] 浏览器其实到8月就可用了
[61:52] 但是8月9月
[61:53] 甚至一直快到10月的时候
[61:54] 其实心里还是有些波动
[61:56] 所以真正停了
[61:57] 就算是9月底吧应该是
[62:00] 小红说她当时
[62:01] 就觉得浏览器有点不对
[62:02] 但是不敢跟团队说
[62:04] 原因是因为你们都是
[62:05] 被她用浏览器忽悠进团队的
[62:07] 所以
[62:08] 我觉得
[62:09] 特别是你吧
[62:10] 其实我觉得我跟张涛吧应该说
[62:12] 对你和张涛
[62:13] 对对对
[62:14] 但肯定是这样
[62:15] 就是这也是小红比较好的一点
[62:16] 我就说就是她非常会考虑
[62:17] 大家的一个感受
[62:19] 而不是以艺术家的方式
[62:20] 去解决一些问题
[62:21] 对但是那段时间
[62:22] 其实反过来看
[62:23] 我觉得特别宝贵
[62:24] 就是大家在一个很自然而然的
[62:27] 形成共识的过程中
[62:28] 逐渐逐渐放下了浏览器这件事
[62:30] 处于一种几乎无所事事的状态
[62:33] 当一群不太笨的人
[62:34] 无所事事的时候
[62:35] 就会产生很多很好的想法
[62:37] 哈哈哈
[62:38] 所以你们是
[62:39] 你们是怎么达成这个
[62:40] 要放弃浏览器的共识的呀
[62:41] 是他来找你说的吗
[62:42] 其实每个人心里
[62:43] 都会提前感觉到一些不对
[62:45] 我觉得一个最典型的一个点
[62:46] 就是当你一款产品
[62:47] 你觉得已经打磨好之后
[62:49] 你突然觉得不是特别酷
[62:51] 这个产品就
[62:52] 如果我按今天的话
[62:53] 我可以断言说
[62:54] 如果一个产品做完
[62:55] 你觉得不太酷就别发
[62:56] 你都觉得不酷
[62:57] 没人会觉得酷
[62:58] 不是特别酷
[62:59] 这个表达很艺术家
[63:01] 对这是非常艺术家的一件事
[63:02] 因为我此刻站在用户的立场上
[63:04] 就是如果你
[63:06] 你本该最喜欢这个产品的人
[63:08] 你都不觉得喜欢
[63:09] 那你怎么能奢望用户会喜欢你呢
[63:11] 对吧
[63:12] 我不是以一个决策者的角度在说
[63:14] 我站在用户的身份去想
[63:16] 在一个新的时代
[63:17] 把上一个时代产品重新做一遍
[63:19] 你觉得是一个好的创业思路吗
[63:22] 我觉得这个话
[63:23] 不能非常一概而论的去判断
[63:26] 我觉得首先
[63:27] 我有一句特别喜欢的一个名言
[63:29] 叫做
[63:30] For every complex problem
[63:31] there is an answer that is simple, clear, and wrong
[63:33] 就是说
[63:34] 对任何一个复杂问题
[63:35] 总能有一个答案
[63:36] 一个简单清晰但错误的回答
[63:38] 我觉得我们很多时候都得过度总结一些事情
[63:41] 所以我觉得这件事
[63:42] 我不能二元的直接就去切分它
[63:44] 但我觉得这确实是值得警醒的
[63:46] 因为很多时候大家选择这种做法
[63:48] 是基于一种思维的惰性
[63:50] 就是你在参考过去一个时代的成功的因素
[63:54] 并想用一种新的技术去把它再做一遍
[63:56] 但其实你要考虑到环境的一个
[63:58] 外部环境的一个变化
[64:00] 所以我觉得这不能二元的去切分
[64:02] 你们放下了AI浏览器的这个产品
[64:04] 但是其他团队还有在探索的
[64:06] 你觉得AI浏览器的未来会怎么样
[64:09] 我觉得我不能替别的浏览器做主
[64:11] 而且我不是说
[64:12] 因为我们放弃这事就一定不对
[64:14] 是因为我们团队自己达成的一个共识是
[64:17] 我们可能做这个东西的收益
[64:19] 不是特别的明显
[64:20] 因为你想如果我们选择了另一种心态
[64:23] 就是说它好吧
[64:24] 这个产品好像不是特别酷
[64:25] 但既然已经做完了
[64:26] 我们就发出来看看
[64:27] 但这时候会把你带入到一个
[64:29] 比较不好的漩涡中
[64:30] 就是当你发了一款产品之后
[64:32] 一个负责任的团队会持续维护它
[64:34] 但这会带来很大的机会成本
[64:36] 就是我们可能因为要不断进入一种自证的循环中
[64:39] 去措施明明更有价值的新的机会
[64:42] 而如果有一个团队现在已经把AI浏览器
[64:46] 做到一个他们已经比较满意的一个程度
[64:49] 那我觉得你进入一个自证的循环应该是对的
[64:51] 因为你可能今天是一款所谓的AI浏览器
[64:53] 但你沿着你自己选择这条路
[64:55] 你也许会发展出一个完全不一样的产品形态
[64:57] 没人知道会怎么样
[64:58] 所以我觉得我不能替别人做这个决定
[65:01] 你看小红说服你
[65:03] 加入说的是在一个产品里面
[65:06] 把浏览器搜索引擎和大语言模型全部重做一次
[65:10] 然后到了24年的9月10月
[65:13] 你们决定放弃浏览器这个项目
[65:15] 你当时心里有波动吗
[65:16] 你的真实想法是什么
[65:17] 你会觉得被他骗了吗
[65:19] 我觉得其实不会
[65:20] 就我刚才讲到一点就是
[65:21] 他只是最后用这句话把我说服我加入
[65:24] 但我肯定不会只因为一句话就被说服对吧
[65:27] 所以我觉得我非常珍惜的一段
[65:30] 还是首先我们通过Monica
[65:32] 真正的拿到了一张理智的AI应用的传票
[65:36] 这是非常重要一点
[65:37] 就是Monica我觉得这个产品的意义是非常非常大的
[65:39] 第一它是一个正向现金流的产品
[65:41] 这个词我们可能会说很多很多遍
[65:43] 正向现金流的产品
[65:44] 对一个团队如果有一个正向现金流的产品
[65:46] 你在做第二个曲线的决策的时候
[65:48] 你会变得非常的理智
[65:50] 或者说你既大胆也理智
[65:52] 我们之所以后面赶
[65:53] 比如豪赌很多的东西
[65:55] 是因为我们知道Monica一直在帮我们赚钱
[65:57] 所以我们会以一个非常客观又大胆的方式去做决策
[66:00] 第二点就是Monica真的让我们知道用户在如何用AI
[66:03] 让我们理解了context的重要性
[66:05] 或者说Monica这款产品其实跟Chatbot最大区别是什么
[66:08] 就是如果你在用Chatbot的话
[66:10] 你一定要做的一件事是把你要看的网页的内容
[66:14] 复制粘贴进Chatbot的对话框中
[66:17] 而Monica它本身就是一个在主动的去观测你的context
[66:22] 对吧
[66:23] 你只要在用浏览器浏览器插件就在看着
[66:25] 它其实就把context的传递变得非常的通畅
[66:28] 这其实给我们很大的启发
[66:30] 以及更具体就是我们知道一些用户的整体的行为习惯
[66:33] 当然我们会非常尊重用户的隐私
[66:35] 我们会去窥探你具体的这个session
[66:37] 但其实通过一些宏观的这个脱明统计数据
[66:39] 能看出很多pattern很多模式
[66:43] 为什么这些产品都是M开头
[66:45] 还包括你之前的公司
[66:46] 对这个我觉得是很好玩
[66:48] 这是我第一个产品叫萌马浏览器Nemes M开头
[66:51] 第二款产品叫Maggie M开头
[66:53] 然后Monica M开头Manis也是M开头
[66:56] 然后我觉得这完全就是一个巧合
[66:58] 可能M开头的产品运气都不会太差
[67:03] 对
[67:05] 但是可能有一点私心
[67:06] 因为名字是我起的
[67:07] 怎么取代这个名字
[67:08] 这个名字其实当时我们纠结过很多名字
[67:11] 但是后来是真正让我们想通这件事的一个点
[67:14] 是我们想明白自己该做什么
[67:16] 就是当时的话
[67:18] 其实做浏览器我们已经一心有一个感觉
[67:20] 就是模型在解决的是智力
[67:22] 但是再强的智能
[67:24] 你也不能把环境给内化掉
[67:26] 所以你一定是需要一个手
[67:28] 来去触及到现实世界中
[67:30] 否则你再强的思维你也只是一个理论物理学家
[67:33] 或者说甚至你可以说是一个刚中智能人
[67:35] 所以我们想做的是让智能真正去触及现实世界
[67:39] 所以让我想到的其实是MIT的校训
[67:41] 叫Ments at Menace
[67:43] 是一个拉丁语
[67:44] 翻译成中文一个叫心与手或者心手合一
[67:47] 我们觉得别人都已经在心
[67:48] 或者说心智这件事上做了很远的探索
[67:50] 所以其实我们听公司使命如此
[67:52] 而我们要做的其实是那个手
[67:55] 所以MENACE就是拉丁语的手的意思
[67:57] 说说你们在那段闲散的无所事事的时间里
[68:00] 怎么产生MENACE这个idea吧
[68:02] 对这个其实是一个
[68:03] 这是到10月对吧
[68:04] 对
[68:05] 其实是一个渐进的过程
[68:06] 然后我觉得又一次是上天赏饭吃
[68:09] 就是当时大家就是还在正常的运营Monica
[68:12] 同时也会做一些别的实验
[68:14] 但是当时我们会发现
[68:15] 那个阶段下已经有一些AI产品受欢迎
[68:18] 尤其是coding领域的
[68:19] 那时候像那个Cursor Windsurf
[68:21] 包括后来的Devint
[68:22] 其实有很多用户
[68:23] 然后我们作为工程师我们肯定会用对吧
[68:26] 然后我们发现
[68:27] 其实公司里和很多非工程师都在用Cursor
[68:30] 这个就让我们很意外
[68:31] 因为Cursor它的产品形态仍然是一个IDE
[68:33] 就是集城市开发环境
[68:34] 就是
[68:35] 写代码的人才用的一个东西
[68:37] 让我们发现比如公司的运营同事
[68:39] 他居然在用Cursor去写博客
[68:41] 我们的数据分析同事在用Cursor进行数据分析和可视化
[68:44] 然后这个就让我们非常意外
[68:46] 就是因为它本来是一个最专业的产品形态
[68:48] 却有很多它非原始设定的目标用户群在用
[68:51] 然后我们就会去站在他们身后
[68:53] 去观察他们你们到底在怎么用Cursor
[68:55] 很好玩就是因为左边都是代码
[68:57] 右边是他的那个跟AI聊天的窗口嘛
[68:59] 很多这些同事他们也不会写代码
[69:01] 他们根本不看左边的东西
[69:03] 他们就是在不断的跟AI去交流
[69:05] 让他去把一个事情完成
[69:07] AI通过编程的方式以编程或者代码为媒介
[69:10] 去完成一些非编码任务
[69:12] 那我们觉得这个其实是非常重要的一点
[69:14] 就是让我们意识到其实编程不是一个垂直能力
[69:17] 编程其实是一个通用能力
[69:19] 它是解决通用任务的一个媒介
[69:21] 那这时候我们要想的就是Cursor这个形态
[69:24] 其实对他们来说不是最优的
[69:26] 有几点一个是我们刚在做那个浏览器这个尝试的时候学到的
[69:29] 就是说它不应该跑在你的电脑上
[69:32] 要不然它不能解放你的
[69:33] 在长程任务中的注意力问题
[69:35] 其实老说Attention is all you need
[69:37] 我们希望解脱用户的Attention
[69:39] 让Agent在云端去运行
[69:41] 去一步的去执行
[69:43] 有一步之后其实能还带来另外一件事就是并发
[69:46] 就是如果你能让很多不同的任务在同时去跑的话
[69:49] 这才是真正的成倍提升你的效率
[69:51] 所以这是第一点
[69:52] 我们认为Cursor这种产品
[69:54] 它应该换一种产品形态跑在云上
[69:56] 第二点就是代码这件事应该作为一个工具
[69:58] 而不是它一个主要的呈现
[70:00] 因为对于很多人来说
[70:01] 看见代码是有一点天然的紧张感的
[70:02] 对吧
[70:03] 尤其它跑在你的电脑上
[70:04] Cursor会经常问你一些权限
[70:05] 就是说我觉得我想安装这个软件
[70:07] 我能不能把你把这个文件删掉
[70:09] 其实这个对于很多用户来说
[70:11] 你看不懂技术名词之后
[70:13] 你唯一的选择就是好接受接受接受
[70:15] 但这很恐怖
[70:16] 我们有一个朋友他当时用Cursor
[70:18] 他也不懂技术
[70:19] 就瞎用
[70:20] 结果Cursor把他的网卡驱动给卸了
[70:22] 电脑上不了网
[70:23] 所以我们觉得不行
[70:25] 应该就是用同样的技术
[70:26] 但把技术复杂度包装起来
[70:28] 然后第三点就是这个产品面向的人是谁
[70:31] 其实不应该是专业的工程师
[70:33] 专业工程师的这个领域的卷度
[70:35] 已经几乎饱和
[70:36] 它是一个绝对的主航道
[70:38] 所以我们应该面向的用户
[70:39] 按我们的话说叫Prosumer
[70:41] 或者说所有的脑力工作者
[70:43] 但你却不是程序员
[70:45] 因此我们就觉得应该改变一种产品形态
[70:47] 然后很幸运的是
[70:48] 当时在浏览器中
[70:49] 已经做了很多的技术积累
[70:50] 比如说我们对Chromium内核非常了解
[70:52] 然后我们自己也做了整套
[70:54] Agentech的调度系统
[70:56] 对我们来说好像这个事也没有那么难
[70:58] 我们要做的就是把整体AI浏览器
[71:00] 这个东西搬到云上
[71:02] 所以我们当时内部立了一个项
[71:03] 然后也是我瞎拍脑袋
[71:04] 起了一个项目代码叫Airbnb
[71:06] 是什么意思呢
[71:07] 叫Browser in browser in the air
