[00:01] 为什么你做这件事情比大部分人都早
[143:56] 就像我们可以创造一个新的语言一样
[143:57] 那AI当然可以创造一个新的语言
[143:59] 它可能效率更高或者怎么样
[144:01] 但是我觉得
[144:03] 可能最终大概就是英语或者基于英语
[144:06] 还是会成为一个主流的语言
[144:08] 因为人类已经有一个这样很强的prior
[144:11] 有很强的鲜艳知识
[144:12] 而且人有这样的语言能力之后
[144:14] 他的价值的取向或者motivation
[144:19] 他有这个动机会想让机器的语言和人更像
[144:24] 这样我们可以更好地去理解它
[144:26] 控制它 监控它 改变它 操控它
[144:30] 那似乎它是一个很自然的选择
[144:33] 你的内心驱动力是什么
[144:34] 你的愿景是什么
[144:36] 你10年后想成为谁呢
[144:38] 我觉得我还是想
[144:40] 就是用一个非常俗的话来说
[144:42] 就是你希望
[144:43] 你希望你对这个世界创造了一些不同
[144:45] 对吧
[144:46] 我觉得如果能探索新的
[144:49] 就是根本性的研究
[144:51] 是一种创造不同的方式
[144:53] 或者你能创造一种完全不同的新的产品形态
[144:57] 在大家如果都在做同样的事情的时候
[144:59] 你做一些不一样的事情
[145:00] 我觉得这个会比较有意思
[145:02] 就是我觉得比如说你现在去做一家
[145:05] 类似于XAI或者Thinking Machine
[145:08] 就是说我再去做一个类似于chatbot
[145:10] 或者assistant的这样的一个AI公司
[145:13] 我觉得还是很有可能赚很多钱
[145:15] 商业上很成功
[145:17] 但是比如说如果我做了一个形态很不一样的东西
[145:21] 但是失败了
[145:22] 但是我觉得我起码探索了一种不一样的东西
[145:25] 我觉得会更有意思
[145:28] 我觉得我想对上一点进行一个补充
[145:33] 就是我觉得我导师对我影响最深
[145:36] 或者印象最深的一句话
[145:37] 就是说我们会讨论
[145:41] 比如说我们就是学术圈很经常发生的一个事情
[145:44] 就是说你有一个想法
[145:45] 然后比如说我们学术圈很经常发生的一个事情就是说你有一个想法
[145:45] 然后比如说我们学术圈很经常发生的一个事情就是说你有一个想法
[145:45] 然后比如说我们学术圈很经常发生的一个事情就是说你有一个想法
[145:45] 然后比如说我们学术圈很经常发生的一个事情就是说你有一个想法
[145:46] 那你就会很烦
[145:48] 然后他就会说
[145:50] If someone else can do it, then it's okay to let them do it
[145:54] 就是如果你从人类圈局的角度来说
[145:56] 那如果这个事情很多人都能做
[145:58] 然后那别人做的可能是不是也没有什么区别
[146:03] 对这个社会或者对这个整体来说
[146:06] 似乎没有什么变化
[146:09] 就是如果你的
[146:12] 当然我记得就是说我有提到这件事情
[146:15] 然后有人说这个非常假
[146:18] 因为最终你会发现没有什么事情是不可替代的
[146:23] 对吧
[146:23] 相对论其实没有被提出
[146:24] 也会有人提出
[146:28] 对吧
[146:28] 没有什么事情是你死了
[146:30] 或者你不在
[146:32] 另一个人不能提出了
[146:33] 但是我觉得这个话还是有道理的
[146:38] 对
[146:39] 如果你很清楚的能看到别人就在做这个事情
[146:42] 或者别人就在做这样的事情
[146:45] 那你可以选择去和他卷
[146:47] 然后我觉得如果你要和他去卷
[146:49] 你认为比如你会更有效率
[146:51] 或者你能把这个事情做得更好
[146:53] 我觉得这也是合理的
[146:54] 但是或者你去做一些不一样的事情去探索
[146:58] 我觉得最终你要对这个社会产生价值
[147:00] 然后但这个世代我觉得很幸运的一点
[147:04] 就是说这个技术非常通用
[147:06] 这个技术非常伟大
[147:08] 我觉得有足够多探索的空间
[147:09] 我觉得比如说coding是一个非常显然大家都在做的事情
[147:15] 也许我的价值就是说我把最初始的initial signal给展示出来
[147:20] 如果别人能做
[147:21] 我觉得别人做也是OK的
[147:22] 然后另一点我觉得可能就是说
[147:27] 你想要让自己的生活变得更有趣
[147:29] 或者更有意思
[147:29] 或者更快乐
[147:31] 那你就去做一些让自己喜欢的事情
[147:34] 但这个事情就很难用语言解释
[147:35] 就是一个taste或者是一个preference的问题
[147:39] 你会对agent创业者有什么建议吗
[147:42] 我觉得我已经说了很多遍
[147:45] 可能有点老套
[147:46] 但是我觉得就是想清楚你的价值是什么
[147:50] 然后我觉得技术是个工具
[147:52] 然后当然理解技术理解技术的趋势很重要
[147:55] 但是我觉得创造价值是最重要的
[148:00] 或者想清楚你为你的用户带来的什么样的增强价值
[148:04] 这是最重要的
[148:05] 你最近坚持了你自己的taste做的一件bat是什么
[148:12] 希望你们能看到吧
[148:14] 就是
[148:16] I'm doing something
[148:17] 那我最后几个快问快答
[148:21] 一个全球范围内你喜欢的食物
[148:24] 我喜欢椰子
[148:26] 一个全球范围内你喜欢的地点
[148:29] 我很喜欢伊斯坦布尔
[148:31] 一个少人知道但是必须知道的知识点
[148:34] 我挺建议大家去看智能简史这本书的
[148:37] 我觉得有很多很有意思的知识点
[148:40] 比如说为什么大多数动物都是左右两侧对称
[148:45] 并且有一个
[148:47] 有一个像嘴一样的食物入口
[148:49] 有一个像钢门一样的这样食物的出口
[148:53] 然后为什么气体是同一个口
[148:57] 而食物是和水是两个口
[149:02] 这个事情很有意思
[149:04] 它是有些本质原因
[149:06] 什么本质原因
[149:08] 比如说你会发现
[149:11] 如果你要去做navigation
[149:12] 你要对这个世界
[149:13] 你在这个世界中移动
[149:15] 左右对称的结构是最优的
[149:17] 就像
[149:18] 你发现世界上所有交通工具都是左右对称的
[149:21] 因为你可以一个方向进行前进后退
[149:24] 另一个方向向左转向右转
[149:28] 就是它和车和飞机是左右对称的结构是类似的
[149:32] 然后至于食物和气体还有别的原因
[149:37] 经你所有读过的书推荐两本必读书
[149:39] 我觉得智能简史这本书很有意思
[149:41] 我去年读了我觉得很有意思
[149:44] 然后我会推荐就各种各样的自传
[149:47] 我觉得传记很有意思
[149:49] 就好像是你在读别人的生活一样
[149:51] 对在体验别人的生活
[149:53] 你心目中影响AI进程的几篇论文
[149:58] 我觉得有很多
[149:59] 如果是罪呢
[150:01] 我觉得没有罪
[150:03] 这些东西都是一个积累的过程
[150:05] 然后backprop
[150:09] 然后transformer
[150:11] gpt
[150:14] 我觉得是个积累的过程
[150:15] 我觉得没有一个是最伟大的工作
[150:17] 对
[150:17] 基于你自己的经验之下
[150:19] 当下的认知一个最关键的重要的BAT是什么
[150:22] 就是BAT有different superapp的产品形态
[150:25] 有不同的交互方式
[150:27] 如果你不相信这一点的话
[150:28] 那这个世界就变得很灰暗
[150:30] 就是那只有openapp或者antropic有机会
[150:33] 但是如果你相信这一点的话
[150:35] 就会有很多新的机会
[150:36] 你的NBTI是什么
[150:38] 我想说INFP
[150:39] 但我不太确定
[150:40] 对我不太记得这些字母的意思
[150:44] 你之前听过我们的博客没有啊
[150:46] 我就听到你和小红
[150:49] 在那一期的前半部分
[150:53] 我觉得还挺有意思的
[151:00] 好了
[151:01] 今天的节目就是这样
[151:03] 这里是商业访谈录
[151:04] 是一档由语言及世界工作室出品的深度访谈节目
[151:08] 你可以到公众号关注我们的工作室
[151:10] 获取更多的信息
[151:12] 我们的公众号是语言及世界
[151:15] language is world
[151:17] 我们希望和你一起从这里探索新的世界
