[00:01] Hello 大家好 我是小骏
[00:15] 今天我们来到了美国硅谷
[94:58] 就是我和硅谷说加入之后第3个加入的这一个
[95:01] 这个人关系也很密切
[95:03] 就是他们也是很多年的朋友然后
[95:06] 里面说过这种Twitter的关系吗
[95:08] 没有Twitter就是我
[95:10] 就是
[95:11] 两个人有不同的
[95:13] 背景看这个事情的角度不一样
[95:17] 所以我们就聊了很多
[95:19] 比较哲学性的一些
[95:21] 一些一些研究的一些想法
[95:24] 我们当然就是
[95:25] 觉得自己读的读的足够多的时候就想就是有哪些可以做新的事情
[95:29] 然后就是做新的事情的话
[95:31] 又其实可能连接到哪些
[95:33] 哪一个
[95:34] 古老的
[95:35] AI的其他的领域的一个一个做法比如我们当时看到的
[95:39] 一些我们想做的事情就在
[95:40] James Doe的那个AI for science那里他们有做比如说
[95:43] James Doe这个实验室一直有做
[95:45] 其实可以对AI和数学很相关的东西
[95:49] 然后包括比如说我们当时想做怎么样去做一个
[95:53] conjecture怎么样去做做好的猜想
[95:55] 当时斯坦福的这个计算机系就有同学在
[96:00] 以
[96:01] 希望能够造一个AI AI
[96:03] 科学家这一个
[96:04] 这一个愿景去做怎么样去能够去提出好的
[96:09] 机器学习的猜想
[96:11] 所有的这些东西都混在一起
[96:13] 比如说我们现在做的一些事情跟
[96:15] 当时早期做
[96:17] 奇的这个expert system专家系统这些都有关系
[96:20] 非常有意思就是所有的这些东西没有人去
[96:24] 尝试把它
[96:26] 聚焦起来在一个
[96:28] 工业界
[96:29] 盈利性的公司也就有
[96:31] 更多的充足
[96:33] 的资金和算力的情况下
[96:35] 去
[96:36] 去去去把这一些从2022年开始有一个爆发一个一个
[96:41] 想法的爆发
[96:42] 去把它验证下来就没有人去做这件事情我觉得非常可惜
[96:47] 这是有结构性原因的
[96:49] 就是
[96:49] 2016年的时候Christian Zagati还有这个吴宇怀他们在
[96:53] Google开始做比如说whole list这些whole是一个就是定理证明语言
[96:58] 2016年很就是早期
[97:00] Christian Zagati大概在201819年
[97:03] 一直在改动的修改自己写的一个
[97:05] 他写的一个白皮书就是这个未来非常长的一个白皮书
[97:09] 然后在2020
[97:11] 2020年我想说2019
[97:14] 2019 2020
[97:15] OpenAI Elia带着人做了这些事情
[97:17] Elia带了
[97:18] 他们去做这个GPTF mini
[97:21] F2F
[97:21] 当时OpenAI还有跟Jesse Michael Hahn
[97:24] Stan Pellew这些后面都成为了其他的好的
[97:27] 公司的创业者
[97:28] 当时
[97:29] 他们有做在OpenAI做这件事情
[97:31] 2021年有
[97:32] 这个一个
[97:34] 实习生开始一个人
[97:36] 去在Google DeepMind做这个alpha geometry他们发现这个做的是真好
[97:40] 所有的资源进来scale up做成alpha proof
[97:42] 然后做了你看2021到2024这是三年的一个耕运
[97:46] 2024一炮而红的这个
[97:49] Alpha proof拿了28分差一分金牌的银牌
[97:52] 这个对我来说是一个是IMO被解决的那一个时刻
[97:56] 他就是那两道组合体解决不出来2025年反正也是就一道组合体
[98:00] 大家都没解决出来
[98:01] 2024年
[98:02] 他们的这个deepmind真的是
[98:04] kudos to them
[98:04] 这是一个跨世纪的一个时刻
[98:06] 就是AI在数学奥赛上
[98:09] 达到了
[98:10] 达到了好的胜利
[98:11] 这是2024年我们在2025年12月
[98:14] 做的这个普特兰的这个满分是这一个
[98:18] 他们开启的这一个
[98:20] 序章的一个一个尾声而已
[98:22] 然后我们其实马上希望做的就是
[98:25] 研究数学所以
[98:26] 就是这是这个整个AI数学的这个发展发展的这个历史
[98:32] 这个游览楼
[98:33] 这个
[98:38] 逐步做为你的一个
[98:39] 员工
[98:40] 对
[98:41] 她什么时候决定的连创吧对他们她是
[98:45] 二月份吧
[98:46] 二月份你融资
[98:47] 融好了吗你我当时有了不错的就是这事能做起来只要想做
[98:52] 就是已经有了不是不是最终的价格但是不错的价格
[98:56] 够值
[98:57] 就是你出去融资验证了一下这个对其实很快就是一月份
[99:01] 1月7号
[99:02] JMM就是数学家大会
[99:04] 我当时到这个
[99:05] 我记得是
[99:05] 应该是西雅图
[99:07] 西雅图
[99:08] 就是那一年
[99:09] 2025年
[99:11] 居然美国数学学会说
[99:13] 我们今年的主题是
[99:14] AI for数学
[99:15] 这个就是
[99:16] 由于数学是一个
[99:18] 相对比较保守的
[99:19] 一个学科
[99:21] 比较
[99:22] 这是一个非常让人
[99:23] 就是雀跃的事情
[99:24] 所以很多人都去了
[99:26] 还有一些计算机学家
[99:26] 我当时和DeepMind的
[99:28] Adam Wagner就聊了很多
[99:29] 我们发现我们都是
[99:30] 曾经在某一个
[99:31] 一个英国的学院
[99:34] 就是上过学
[99:35] 还挺有意思的
[99:36] 然后这个Albert Jiang
[99:37] 也是在这个学院
[99:38] 上过学的
[99:38] 挺有意思的
[99:39] 然后
[99:39] 所以我回来了
[99:41] 回来之后好像
[99:42] 就是第三天就有
[99:43] 就开始就有offer了
[99:44] 然后就开始
[99:44] 不停的微信们
[99:46] 开始去竞拍
[99:48] 去竞拍
[99:50] 对
[99:50] 怎么竞拍的
[99:51] 就是比如说
[99:52] 你给了我一个offer
[99:54] 然后过一周
[99:55] 有另外一个人
[99:56] 给了我一个offer
[99:57] 然后他们会尝试去
[99:58] 把上一家的这个价格
[100:00] 就是
[100:00] 超过他
[100:01] 所以最后
[100:03] 从第一开始的
[100:04] 那一个offer
[100:04] 到最后的offer
[100:05] 翻了三倍的故事
[100:06] 翻了三倍
[100:07] 对
[100:07] 你是怎么去pitch这些微信的
[100:09] 这对你来说难吗
[100:10] 这是一个非常
[100:11] 融资的
[100:12] 融资之门
[100:13] 怎么打开的
[100:13] 因为你是第一次
[100:14] 没有人喜欢融资
[100:16] 没有人喜欢融资
[100:19] 如果说有一天
[100:20] 有一个公司能把
[100:21] 当然我觉得这个很难
[100:24] 因为毕竟
[100:24] 这不是一个技能的问题
[100:26] 就如果有一个
[100:27] 很好的AI融资员
[100:28] 我希望能够
[100:29] 让他
[100:30] 去融资
[100:31] 你要付他多少薪水
[100:33] 我可以给他percentage
[100:35] 这个真的
[100:36] 我可以给
[100:38] 我觉得融资
[100:39] 是很难的一个过程
[100:41] 他不是说难
[100:43] 结果难
[100:43] 他就是累
[100:45] 嗯
[100:47] 你是一个复读机
[100:49] 你一次一次的
[100:49] 说一样的事情
[100:51] 你一次一次的
[100:53] 接到一样的问题
[100:54] 真的我就能
[100:55] 我可以把它录下来
[100:57] 然后我就给你们大家发
[100:58] 对吧
[100:58] 你们反正问题也是一样的
[101:00] 这个
[101:01] 但是呢
[101:02] 就是从这一些大量的
[101:04] 比较无聊的这个过程中
[101:07] 有一些让人很激动的谈话
[101:09] 通常这一些谈话
[101:11] 是你最终选择的
[101:12] 选择的投资人
[101:13] 比如说我印象特别深刻的
[101:15] 我们最后的领头方
[101:16] B Capital
[101:17] 我跟Howard Morgan
[101:19] 就是有一个对话
[101:21] 我当时在赶这个
[101:22] rebuttal deadline
[101:23] 就有一篇就是
[101:25] 文章的这个deadline
[101:26] 然后我当时跟他在zoom上对话
[101:29] 然后就是我发现Howard
[101:31] 简直就是一个
[101:32] 他比你更乐观
[101:34] 他比你更觉得你的商业模式有前景
[101:37] 他告诉你这些是你的商业模式
[101:39] 他是文艺复兴的co-founder
[101:41] 和Jim Simons一起
[101:43] 然后他也是另外一个硅谷老牌的一个
[101:47] VC
[101:47] 叫First Round的联合创始人
[101:49] 所以他是一个数学家
[101:52] 他住在纽约
[101:54] 他现在有时候还去纽约大学上上课
[101:56] 然后当时我就觉得
[101:59] Howard Morgan是一个非常让我
[102:01] 感到就是很跟他聊天
[102:03] 我很激动
[102:04] 就是我当时在MIT的时候
[102:07] Jim Simons先生还在的时候
[102:08] 有来我们MIT网上
[102:10] 有一个两小时的一个围录谈话
[102:13] 我当时是本科的那个数学社
[102:16] 就是我们那个活动
[102:16] 我就跟他去聊
[102:18] 然后所以今天见到
[102:20] 不是今天
[102:20] 就那一天见到Howard
[102:22] 然后他还在那个硅谷的那个TV show里面
[102:25] 就是出现过
[102:27] 对
[102:27] 然后他就给我介绍了另外一个人
[102:30] 然后这个人其实是
[102:31] Jim Simons的这个表哥
[102:34] 表哥或者表兄弟
[102:35] 反正还挺有意思
[102:36] 他们俩长得还一模一样
[102:39] 就是有一些有意思的谈话
[102:40] 你可以见到很多不同视角的人
[102:42] 然后你可以
[102:44] 我其实觉得我不是一个特别厉害的
[102:49] Fundraiser
[102:50] 就我不是
[102:51] 我一般就是这个事情是什么
[102:53] 我就讲
[102:54] 然后我一般还把很多就是风险啊什么的
[102:57] 我全讲出来
[102:58] 是什么你讲的风险
[103:00] 我当时种子论
[103:01] 我就说这个我们商业模式并不是非常的确定的
[103:05] 这个我自己做过了这个量化交易员
[103:07] 我不知道我们这个东西是不是量化交易
[103:10] 我觉得可能不是吧
[103:12] 对我听说这个还有还是有差别的可能量化
[103:15] 它效果到现在不如量化好
[103:17] 对对对
[103:17] 我当时就说我我虽然我自己在量化中做了一些数学
[103:21] 我觉得你就是作为一个商业模式来说
[103:23] 它一定不是一个一个最终的商业模式
[103:26] 我拿这个的举一个例子是说
[103:28] 一个数学比较好的一个AI
[103:29] 大部分大概率上是有用的
[103:31] 就这是一个例子
[103:33] 这不是我们要具体要想的第一个市场
[103:36] 我们具体要想的第一个市场
[103:37] 我也不知道是什么
[103:38] 我们现在是个种子轮
[103:39] 目前的还是希望把这个东西科技给给做出来
[103:43] 当时反正是这样的一个就我讲的都特别保守
[103:46] 然后我后来才知道投资人们一般来说
[103:49] 他们见到的创业者们讲的比较毕竟是一个pitch嘛
[103:54] 他讲的都是比较乐观的
[103:56] 然后所以他有一个打折
[103:58] 他比如说你可能讲说感觉这个东西是十分
[104:01] 就给你讲一个八分
[104:02] 他有一个这个conversion rate
[104:05] 我如果当时讲的是一个七分
[104:09] 他就给我打折就可能打没了
[104:11] 所以就我会是后面才知道的事情
[104:13] 但是他们都给你say yes
[104:15] 你有被拒绝吗
[104:17] 有被拒绝
[104:17] 拒绝对还是yes
[104:19] 没有人想拒绝我们
[104:20] 他们就不告就就没有没有没有人回你的消息了
[104:24] 因为他们其实在希望做的一件事情是说
[104:27] 如果有有别的人要领头你了就是
[104:31] 他不太确定他不想拒绝
[104:33] 他拒绝你你可能以后不理他了
[104:35] 他就拖着你拖着你完了之后看
[104:37] 这个人给了你那我也给你
[104:39] 就是他是一个这样的一个群体groupthink的一个过程
[104:43] 所以他们后来都跟了吗
[104:45] 挺多的就是那一轮其实挺多
[104:47] 挺oversubscribe的
[104:48] 所以你核心是需要找到一个领头愿意say yes
[104:52] 我们当时有好几个领头方的竞拍的一个offer
[104:55] 几个竞拍
[104:57] 三个
[104:58] 你是怎么让你竞拍的
[104:59] 我没让他竞拍的
[105:00] 我没让他竞拍的
[105:01] 没让他们竞拍
[105:01] 我其实
[105:03] 这是几月份
[105:04] 这是一月份到二月份到三月份
[105:09] 对
[105:10] 差不多一个月一个一个月一个对领头方
[105:13] 因为就是价格从一倍到两倍到三倍
[105:15] 就持续你都在聊
[105:17] 你聊了多少口子人
[105:21] 我不知道大概几十个几十个
[105:24] 我觉得这有一点就是可能说以前做数学一个职业习惯
[105:30] 就是总觉得希望有一个很
[105:32] 某的一个outcome
[105:33] 就总觉得说希望能够把这个这个轮座的这个结构好一些
[105:40] 对然后也不太知道怎么融资
[105:44] 对对后面就学会了一些道理
[105:47] 后面就后面的融资就胜利的多
[105:50] 一月份有一个领头说我愿意
[105:52] 然后你没有听你为什么没有直接接那个offer
[105:55] 然后还在继续聊
[105:56] 因为他要带录到五百分之五十
[105:59] 哦
[105:59] 我不可能让他带录到五百分之五十
[106:00] 我不可能让他带录到五百分之五十
[106:01] 我不可能让他带录到五百分之五十
[106:01] 我不可能让他带录到五百分之五十
[106:02] 我不可能让他带录到五百分之五十
[106:03] 你当时sale yes sale no吗
[106:05] 我当时说了no
[106:07] 哦
[106:07] 但是一月份你就确定你这个事情有戏
[106:10] 对
[106:10] 所以书宝答应加入了
[106:13] 是二月份的那一个更真一点的一个offer
[106:15] 就是然后那个时候他加入的
[106:18] 就第二个offer
[106:19] OK
[106:20] 但是他还不是最终的offer
[106:21] 你还在聊
[106:22] 我最终
[106:23] 对我还在聊
[106:24] 你聊到了三月份
[106:24] 不但是我当时二月份那个我是想接了的
[106:27] 于是我后面我就跟所有人说
[106:29] 嗨这个这个我是想跟他们走的
[106:31] 就是你可以加入我这一轮
[106:31] 就是你可以加入我这一轮
