[00:06] 然后我们这里可以看一下DeepSeek R1的paper
[00:09] 它的标题叫做
[66:55] 的那些图的一些样板了
[66:58] 在fig2中我们可以看到他就是也是拿AIME
[67:01] 这样子一个美国数学邀请赛的性能作为Y轴
[67:05] 然后他的X轴是就是你强化学习训练的步数
[67:08] 当然就是你强化学习训练的步数
[67:10] 显然也就是跟你投入的算力多少成正相关
[67:14] 然后再用一下就是一样的就是
[67:17] R1模型从最开始的可能就是只有百分之十几的精度
[67:23] 一步步随着强化学习的跟进
[67:25] 一步进度到了百分之七十左右
[67:28] 然后同时如果你用一些
[67:30] 然后这是他蓝线所指的
[67:31] 然后同时他也测试了一个所谓就是conset16
[67:35] 这个的意思应该是指就是说你让模型输出16次答案
[67:39] 然后同时你输出
[67:41] 然后同时你提取出中间就是答案中重复最多的
[67:45] 也就是大家共识最高的那一个答案来作为你最后回答
[67:50] 这是一个就是非常标准的一个就是做推理式拓展
[67:55] 以及是提高模型能力的一个技巧
[67:58] 对他也被叫做Best of N或者Majority Voting之类的
[68:01] 就是一个非常标准
[68:02] 然后如果你用到这样子的事情
[68:04] 那就是红线的结果
[68:05] 他会大致的高一些
[68:07] 但是整体的趋势都是一模一样的
[68:09] 然后同时你看到最后他在这样一万步强化学习后
[68:13] 他的性能大致的来到了O1的区间
[68:15] 还低了一点点
[68:17] 然后Fig3是一个非常有意思的图
[68:20] 在Fig2中我们看到他的性能在一步步拓展
[68:23] 但是其实就是你只看这个可能还是很好的
[68:25] 很纳闷
[68:26] 他为什么能提高这么多对吧
[68:28] 就是他是怎么做了
[68:29] 是说他就是直接就一次就答对了呢
[68:32] 还是说有些别的事情在其实在发生
[68:37] 然后Fig3就告诉我们说
[68:38] 其实他之所以能够一步步提高性能
[68:41] 很大一部分原因是因为他的输出在慢慢变长
[68:45] 模型在强化学习中慢慢学会了
[68:48] 利用更多的token
[68:50] 用更长的思维链
[68:52] 通过更多的推理式算力
[68:54] 提高自己的能力
[68:55] 这其实就是推理式拓展怎么来的
[68:58] 模型自己在强化学习中发现了
[69:01] 如果我在推理时做更多的
[69:03] 做更多的思考生成更多的token
[69:06] 用更多的算力
[69:07] 我性能能提升
[69:08] 所以说他就学会了推理式拓展
[69:10] 在这里我们可以看到事情是
[69:13] 在这里他的Y轴是每个回复的
[69:16] 就是回复的平均长度
[69:18] 就是模型思维链的平均长度X轴还是步数
[69:20] 我们可以看到
[69:22] 第0步的时候就是他的输出
[69:24] 百来个token
[69:25] 几百个token长度
[69:27] 通过8000步左右的强化学习训练
[69:30] 后面模型的平均回复长度
[69:32] 来到了大概1万个token左右
[69:34] 提高了将近20倍
[69:36] 同时他这个图也非常漂亮
[69:38] 这是一条直线
[69:40] 从0拉到上面
[69:41] 就是你很会期待说
[69:42] 他们为什么在这停了呢
[69:44] 是不是后面继续训
[69:45] 还会有继续拓展
[69:47] 那我觉得是非常有可能的
[69:49] 这两张图应该是他最大的结果展示
[69:52] 也就是能够看到他最多的这种信息量
[69:54] 他在这里是不是用了一个词
[69:56] 叫动物时刻
[69:57] 对了对了对了
[69:59] 我们可以对我们可以马上看一下这个
[70:01] 对我现在往下翻
[70:02] 然后我们也看到说这里我们发现了
[70:05] 就是模型他居然自己学会了说利用更多
[70:09] 就是自己在强化学习中发现
[70:10] 如果我用更多的测试时算力
[70:13] 我就能够增长我的性能就能变好
[70:15] 所以我就该这么做
[70:16] 我们刚发现这个事情
[70:17] 然后我们可以像
[70:18] 然后我们可以看看他究竟是在怎么样花
[70:22] 他这么长的思维链里面
[70:24] 他就在干什么
[70:25] 然后dpc 这里在说
[70:27] 这在后面这个啊哈木门里面提到了说
[70:31] 我这个模型通过这个模型而万 zero
[70:35] 他通过强化学习的方式
[70:37] 自己涌现出了复杂的推理师推理能力
[70:42] 这能力包括反思
[70:44] 这个模型他可能会自己就是重新看一遍
[70:47] 之前自己的问自己的答案
[70:50] 然后同时重新就是评估下答案
[70:52] 然后可能也会改正他
[70:53] 同时
[70:54] 也会可能进一些搜索
[70:55] 或者说一些
[70:56] 或者进行搜索世界的一些各种非常复杂的一些复杂的推理能力
[71:01] 然后通常在这里说
[71:02] 这些行为并没有被并不是这些就是dpc的研究员自己写进模型里面的
[71:10] 他们并没有说我先给他一个就是这样的sft data
[71:13] 教他说你可以进行反思
[71:15] 你可以进行搜索
[71:16] 而是这个模型自己在强化学习中自己涌现出来的能力
[71:21] 然后这个其实跟他的所谓的aha moment的定义也非常相关
[71:27] 在aha moment里面他其实举了一个例子
[71:31] 这个例子是说就是模型一开始其实就是说一步步
[71:35] 按部就班的往下走
[71:36] 比如你有一个数学问题带走很多步
[71:38] 那就一步一步走
[71:39] 然后如果你每步都对了
[71:40] 那你就成功了
[71:41] 如果你错了
[71:42] 那可能这模型就错误
[71:44] 就这个问题就失败了
[71:45] 而且也不会自我定中
[71:48] 这里的aha moment指的是他们发现在模型的某一个选项里面呢
[71:51] 训练时刻
[71:52] 这个模型开始学会了这样子的self revision
[71:56] 这样的就是纠错能力
[71:59] 他在中间的某一步
[72:00] 他一步步走下去后突然发现自己有个式子列错了
[72:03] 然后他在这里模型自己输出了wait wait
[72:06] there that's an aha moment
[72:07] i can fly here
[72:08] 等一下这里有一个aha时刻
[72:11] 我可以看一看
[72:12] 然后接下来他就说让我们来重重新检验一下这部对不对
[72:16] 然后他重新验算了这个式子
[72:18] 发现有个地方有问题
[72:19] 最后后解决问题
[72:21] 然后这里面之所以有意思
[72:23] 是因为这样子的aha模型
[72:26] 这样子的自纠错能力
[72:27] 这样子的等一等
[72:28] 这里有一个aha moment
[72:29] 我可以也看一看
[72:31] 然后同时接下来一步步验证自己的结果
[72:34] 这样子的能力并不是由程序员以及开发者
[72:37] 他们自由deep seek的研究员
[72:39] 他们自己写入模型内的
[72:41] 而是模型自己涌现出来的能力
[72:44] 这也像他们所说的
[72:45] 就是这个能这个这个行为行为不仅像我们展现了
[72:51] 就是模型究竟是是如何一步步的提高自己的推理能力
[72:56] 同时也让我们看到
[72:58] 就是说强化学习是如何能够领向就是意外之中
[73:03] 以及复杂的一些这样子的行为
[73:05] 对这里的一个就是观点是说
[73:07] 其实就在整个就是
[73:11] 在这里的一个观点是说
[73:12] 其实跟这样子的监督学习相反
[73:14] 就是强化学习
[73:16] 因为就是你没有你是在就是告诉他什么是好
[73:19] 什么是坏
[73:19] 你没有规定他该怎么做
[73:21] 这其实是我们现在唯一已知的
[73:24] 就是可以达到就是superhuman performance的一个方法
[73:27] 包括你说在下围棋也好
[73:29] 或者说打游戏也好
[73:30] 这都是大家
[73:31] 大家都是通过强化学习的方法
[73:34] 然后告诉他哪个好
[73:35] 哪个不好
[73:36] 模型自己最终达到了superhuman能力
[73:39] 这样能力是人类
[73:41] 包括中间有一些
[73:42] 所谓就围棋中的那样神之一手之类的
[73:44] 就是是人类开发者是没有想过的
[73:48] 预料之外的情况
[73:49] 同时是极其复杂的一种
[73:51] 行为模式
[73:52] 这也就是强化学习的一种美吧
[73:54] 我能理解这个是这篇论文的高潮部分对吧
[73:57] 对我觉得是的
[73:59] 因为其实这里面这个aha moment
[74:01] 其实之前就是open eye他们O1的里面
[74:03] 我觉得其实也是有类似的提到过
[74:06] 就是这个模型怎么自己涌现这一部分能力也好
[74:08] 包括就是他们研究院前
[74:10] 他们其实open eye内部
[74:11] 他们有些视频里面也提到
[74:13] 他们有类似的aha moment也好
[74:14] 其实这个aha moment的书件
[74:16] 其实就说明是他们的技术路线是对的
[74:18] 同时就是你能看到说
[74:20] 就是首先一部分
[74:21] 技术路线是一定是对的
[74:22] 而且同时从科学上来讲
[74:24] 这样aha moment的出现
[74:25] 其实增长了我们对于这个路线可拓展性
[74:28] 以及进一步推进的信心
[74:30] 在这里能够出现一些我们人意料之外的一些
[74:33] 就是这样复杂的推理能力
[74:36] 那么当我们把它再推进几个数量级
[74:39] 给更多数据给算法调得更好之后
[74:42] 它很有可能能够出现更加漂亮
[74:44] 更加有意思的效果
[74:45] 我觉得这个从各种角度来讲
[74:47] 都是个非常非常漂亮的结果
[74:49] 模型的有限注意是吗
[74:51] 我觉得这个得看大家对定意识的定义是什么
[74:54] 有些人会觉得说这个东西
[74:56] 他只是一次次预测下一个词
[74:58] 他就没有意识
[74:58] 有些人会比如Geoffrey Hinton今天说
[75:00] 他认为现代模型已经有意识了
[75:03] 因为如果你只看他的输入输出对吧
[75:05] 他跟人一样
[75:06] 你给他一句话他能给回复
[75:07] 他只能回复的比我还好
[75:09] 那么你只看这个情况
[75:10] 那他里面好像你说他是人吗
[75:12] 还是人他里面我们知道人有意识
[75:15] 他能这么做
[75:15] 那你里面换成模型
[75:17] 他输入输出都一样
[75:17] 你就能说他没有意识吗
[75:19] 而是这个就是不太好定义的问题
[75:21] 但是对我觉得大家能够开始探讨这个问题
[75:23] 就说明模型的能力真的在有非常非常卓绝的突破
[75:28] 而且开始让人认真的思考
[75:30] 就是自己的存在也好
[75:32] 或者就是自己的价值之类的问题
[75:35] 已经超过人了
[75:37] 在很多领域上可能已经超过人
[75:39] 但是还有很多很多领域还需要一些突破
[75:43] 对然后在这里后面就是像我们刚刚提到
[75:46] 就是深度搜索这里Deep Seek他们提的就是R1
[75:49] 这些就是一些劣势
[75:51] 对然后在这里后面就是像我们刚刚提到就是深度搜索这里Deep Seek他们提的就是R1
[75:51] 然后就像我们刚刚说的就是他的就是可动性比较差
[75:54] 因为他是直接从基础模型进行初始化的
[75:57] 然后同时他会有的时候会跳个种语言
[76:00] 然后接下来他就然后在这个基础上他们迭代出了就是Deep Seek R1模型
[76:05] 这个就相当于是他没有在科学上有那么的就是有意思
[76:08] 但是他会就是商业上更加可行
[76:11] 而且性能上也会更加好作为一个落地方案
[76:14] 这部分是工程能力的优化
[76:16] 对我觉得这方面是会是比较工程的一些优化
[76:19] 然后对我觉得是的你说对
[76:21] 然后同时这个R1其实就跟K1.5整篇文章的就是思路是相对类似的
[76:28] 对我们可以就是一起来看看这个事情
[76:30] 然后这里他提到的事情是说他们首先用了冷启动数据
[76:34] 我们刚刚也提到一些这里的冷启动数据其实就是指一个非常小量的就是长思维链数据
[76:44] 这些长思维链数据
[76:46] 这些长思维链数据就会作为一个初始化
[76:49] 像我们刚刚说的R1 Zero
[76:51] 他会自己学会说这样子就是纠错能力也好
[76:53] 或者是进行搜索的能力也好
[76:55] 但在就是R1中以及包括K1.5中
[76:59] 应该大家做的事情是说我们把这些能力直接展示给模型通过SFT的方法
[77:04] 我们自己手工标注也好
[77:06] 或者通过他这里说的Future Prompting也好
[77:08] 或者之类的就是各种手法也好
[77:10] 我们自己制作一些这样子的长思维链数据展现给模型
[77:15] 你可以进行这样子这样子的就是这样子的推理模式
[77:18] 你可以进行搜索
[77:19] 你可以进行这样子的改正
[77:21] 之类的这样子的模式
[77:22] 然后我们直接告诉模型可以这么这么做
[77:25] 然后同时我们的这些长思维链我们肯定会
[77:28] 就是像之前说就是这种就是可读性差的问题
[77:31] 我们肯定也会给他修复
[77:32] 然后如果语言有跳来跳去的问题
[77:34] 我们肯定也会修复
[77:35] 这样子的话给模型一个更好的初始化
[77:38] DPC R1会先用这样子一个小的小单式晶的长思维链数据进行冷启动
[77:47] 好然后可以看一下下一段就是2.3.2
[77:49] 这里说就是面向推理的强化区域
[77:52] 学习这个地方其实就和R1Zero做的事情非常类似
[77:56] 就是说当我们有了这样子一个已经被冷启动数据就是调优过的一个模型之后
[78:02] 我们在上面运行跟R1类似的算法
[78:04] 在这样子的主要涉及推理能力的方向
[78:08] 也就是写代码数学科学以及这种逻辑推理这样的领域
[78:13] 上面我们运行强化学习
[78:16] 然后在这些领域中的话
[78:17] 我们需要我们因为需要一个这样子的确认答案
[78:21] 我们需要一个非常
[78:22] 精确的一个奖励
[78:24] 所以说我们会需要这样的答案
[78:25] 他有非常好的非常就是能够非常简单验证的答案
[78:30] 然后在这里的话
[78:31] 他们发现你训练着训练着这个模型又会出现就是这样子混合各种语言的这种情况
[78:38] 这样子对大家用户体验肯定不好
[78:40] 然后他们做了一些工程上的调优
[78:42] 具体是说如果我们发现这个模型的回复中有各种语言混杂的话
