[00:03] Hello 大家好,我是小骏
[00:04] 2026年,大模型战争全面升级,揭开了第二幕
[78:39] 你看opencloud不久之后就卖给了openai
[78:43] 你觉得是为什么呀
[78:44] 为什么就是这种非常不错的产品公司
[78:47] 最后还是并给了模型公司
[78:50] 这是不是说明
[78:51] 没有模型做产品还是比较难呢
[78:53] 对
[78:54] 我觉得
[78:55] 就这两个应该是一定要
[78:57] 也要深度活的一个事情
[78:59] 然后
[79:00] 但很好
[79:01] 是opencloud它开源的
[79:03] 这个事没变
[79:04] 所以你还是可以在这条框架的基础上
[79:07] 大家一块去设计更好的一件的架构
[79:11] 所以这个事本身没变
[79:13] 只是说可能做这个事的
[79:15] 一部分人的立场变了而已
[79:18] 然后这个立场变了
[79:20] maybe是好事
[79:21] 有可能是坏事
[79:23] 但总之它不影响opencloud本身开源的属性
[79:26] 我觉得就是
[79:27] 就至少
[79:29] 我说这种群体演变这种
[79:33] 可能性和基因活种是保留了
[79:36] 那就挺好的
[79:38] 那我们来接着聊聊模型
[79:40] 上次我们聊天其实是在你们的vr flash发了之后
[79:43] 这次已经又发了三个新模型pro omni和tts
[79:48] 并且你把它称之为一次悄无声息的腹肌
[79:51] 为什么这么说呀
[79:52] 为什么是悄无声息的
[79:54] 又为什么是腹肌
[79:55] 首先它
[79:57] 这三个模型它在agent的场景下表现
[80:00] 能力提升这么快
[80:02] 或者说我们能这么快去追上
[80:05] 在复杂的agent的架构里边
[80:08] 它表现这么稳定是超我们预期的
[80:10] 就是不是我们计划的非常好的
[80:13] 而是我们一下大家觉醒了
[80:16] 然后就爆发了
[80:17] 你们觉醒了
[80:18] 对
[80:19] 对是这样一个context
[80:20] 所以它确实是一个很安静的
[80:22] 我说安静就是因为
[80:23] 外部不知道
[80:24] 我们自己内部也是快速发生了一个事情
[80:27] 然后第二个就是
[80:30] 我们其实在
[80:31] 一年前去做这么多模态的时候
[80:35] 其实更多的角度还是说
[80:37] 如果真正产生智能
[80:39] 应该这个智能是全方位的
[80:41] 多方面的
[80:42] 所以去做了对多模态的一个理解
[80:46] 以及最终你产生
[80:48] 你智能最终要产生价值
[80:50] 一定是要有交互的
[80:51] 所以要去做语音的生成
[80:53] 对
[80:54] 但这只是
[80:55] 但一年前做这些东西的时候
[80:57] 它还不是很明朗
[80:58] 就你还是觉得
[80:59] 你还是在做一个单一的
[81:01] 模型
[81:02] 你再做一个动态理解模型
[81:03] 你再做一个语音的生成模型
[81:05] 然后你没有觉得这些东西
[81:08] 它能够很好的去被组织和编排到一起
[81:12] 然后当我看到OpenCore的时候
[81:13] 我自己
[81:14] 自己就一下就想到这样的一个画面
[81:19] 就是这些模型在各自
[81:20] 在什么样的环节发发
[81:22] 发挥什么样的作用
[81:23] 它们能够怎么被有效编排
[81:25] 然后以及它会产生一个什么样大的
[81:27] 一个生态的价值
[81:29] 一下我觉得就在我的脑子里边
[81:30] 就全部给它
[81:31] 打通了
[81:32] 所以我们快速的让所有方向
[81:34] 都要面临到这个范式去做
[81:37] 后训练的针对的设计
[81:39] 就是这个原因
[81:40] 所以你现在如果能在OpenCore
[81:42] 和CoreCoder里边
[81:43] 同时用这几个模型画
[81:44] 你会发现把它穿起来很好用
[81:46] 就很
[81:48] 肯定比用其他架模型可能好用一些
[81:50] 然后或者说至少这是我们
[81:52] 往后迈进的一个目标
[81:54] 那为什么还是后面这三个模型
[81:56] 不是合到一个模型里边去
[81:58] 我觉得更多的就是出于对于成本
[82:00] 和速度和价格的一个考量
[82:02] 就比如说语音生成
[82:04] 你没有必要去用一个一体的模型
[82:06] 它的实验你也接受不了
[82:08] 对
[82:09] 然后比如说多么太有理解
[82:11] 它是不是值得一个更大的模型
[82:14] 然后那么这个事我觉得都是
[82:17] 要去打个问号的
[82:19] 然后因为我觉得Azure的革命
[82:21] 就本质上真的是生产力
[82:23] 生产力就必须要足够去在意
[82:25] 最终它端端端的完成率
[82:27] 以及它的成本效率
[82:29] 对然后这是现在三个模型
[82:31] 同步出现了一些原因
[82:33] 然后以及我们后面应该也会有一些计划
[82:37] 怎么让三个模型更好的写作
[82:39] 对就是你所谓的编排
[82:41] 现在有什么样的一些know-how吗
[82:43] 怎么样编排是更好的编排
[82:45] 首先你从任务类型来说
[82:49] 比如说你最简单的
[82:51] 绝大部分的任务类型
[82:54] 你其实是可以只用语言模型来做的
[82:58] 对
[82:59] 然后但是在
[83:03] 因为现在我们完成整个任务的环节太长了
[83:08] 在某些环节上如果你意识到
[83:10] 你是需要调用你其他
[83:12] 像人一样感官能力的时候
[83:14] 然后你就去用另外一个更精巧的模型
[83:17] 让它来做的更好
[83:18] 类似于这样的
[83:19] 然后而且你
[83:20] 而且因为这三个模型是同一个生态训的
[83:23] 所以你能知道它们的八卦的
[83:26] 你能知道我知道的知识
[83:28] 它也是知道的
[83:29] 然后所以你能放心的把你觉得它能完成任务交给它做
[83:34] 你不会担心它不知道你有的背景知识
[83:38] 这个背景知识是来自于训练的
[83:41] 目前这些三个模型在同一个AGM框架里边
[83:46] 去释放出来的潜力
[83:48] 跟你去组装其他模型能释放出来的潜力的差距
[83:51] 是很微弱的
[83:53] 目前是很微弱的
[83:54] 但我认为未来不会
[83:56] 因为未来它是一个
[83:57] 它是一个效果成本效率三者的一个成绩
[84:02] 就未来你不会觉得
[84:03] 但是目前你会觉得它是微弱的
[84:05] 这三个模型你们在BAT什么样
[84:06] 这三个模型的关系是什么样
[84:08] 就我觉得在BAT全方面去替代人的生活和工作的方方面面
[84:15] 所以你就必须要具备这些能力
[84:17] 你看Pro我觉得它是在做理解和认知
[84:23] 做更复杂的调度
[84:27] Omni是在做感知
[84:30] TTS是在做音频
[84:34] 声音的输出
[84:36] 声音的输出它是一种表达
[84:38] 这三个加起来是一种类人的智能吗
[84:42] 反正它把人有的智能的表象
[84:47] 输入和输出给建模了
[84:50] 但是它有没有人的各个感官之间的协同那么好
[84:54] 我认为现在还没有做到
[84:56] 但这也不纯粹是模型上没有做到
[84:59] 还有就是框架上也没有做到
[85:01] 就比如说现在OpenClo
[85:02] 它对于视频的理解和建模是非常差的
[85:06] 它整套架构
[85:07] 因为为什么呢
[85:08] 因为就是因为开源社区没有一套
[85:09] 对于音视频联合理解的非常好的开源模型的出现
[85:12] 然后并且这个模型还有很强的认知能力
[85:15] 就没有这样的模型出现
[85:16] 所以它在框架上的发展是滞后的
[85:18] 所以它现在对视频的理解会回退到去理解图
[85:22] 甚至到最终会回退到理解Caption上
[85:25] 就回退到一个成本的智能水平上
[85:28] 所以这也是为什么要做开源的原因
[85:31] 就是因为只有开源界看到一个更强的视频理解的声音
[85:36] 声音生成的这样的一些模型过后
[85:39] 它对你的框架才会发生改变
[85:43] 然后只有这两个
[85:45] 就框架其实它是一个协调层吧
[85:47] 对 只有这个协调这一层
[85:50] 然后以及这个模型这个智能的中枢这一层
[85:53] 这两层很好的交融的时候
[85:55] 那么可能才会达到令人的智能
[85:58] 那我们来围绕着VR一个一个来聊
[86:03] 虽然Flash已经过去了一段时间
[86:05] 它是你们去年12月16号发布的
[86:08] 当时做Flash的时候你们的核心定位是什么呀
[86:11] 这个被大家认为是你在小米的第一个工作
[86:14] 第一个作品
[86:15] 其实Flash跟Pro基本上是同期去年的
[86:18] 然后因为它们的模型结构非常近似
[86:22] 但是我们在设计VR这一系列
[86:25] 不管是MIMO、VR、Flash还是Pro的时候
[86:28] 这个模型架构本身有一个非常关键的一个目标
[86:33] 就是我们要for non-convex的效率来设计模型结构
[86:38] 当时是有隐隐约约预感到Azure的时代
[86:43] non-convex是非常重要的
[86:45] 或者说有预感到non-convex会产生智能的
[86:48] 但是我们没有预想到会不会是open-close
[86:51] 就是这种形式
[86:53] 但是已经预感到non-convex一定是一个非常重要的问题
[86:57] 然后non-convex的效果以及最关键的推理效率
[87:01] 就是你的成本和你的速度要很快
[87:04] 成本勾递速度够快
[87:06] 那么就是我们这一代模型结构必须要去追求永恒的命题
[87:10] 因为你成本勾递速度够快
[87:12] 你有可能可以把1兆做到10兆甚至100兆
[87:16] 其实现在所有的模型结构它都能迅到100兆
[87:19] 但它为啥不把这个模型结构迅到100兆呢
[87:23] 提供100兆的推理除了效果一般以外
[87:25] 我觉得更多是出于对成本的考量
[87:27] 就100兆太贵了
[87:29] 就是你可能到后边1兆过后到100兆这个范围内
[87:33] 它非常贵 贵到你根本就不想用它
[87:36] 所以我们当时就围绕着这样的一个核心目标
[87:40] 去设计了hybrid retention的结构
[87:43] 当时其实另外一个更主流的选择是用MIA
[87:46] 就包括现在我觉得同期跟我们开始训练的应该是GOM跟Kimi
[87:51] Kimi更早一些 K2更早一些
[87:53] 然后其实他们都选择了MIA
[87:55] 就DeepSeq
[87:57] 其实MIA对于Chart的时代来说
[87:59] 确实是一个非常优秀的模型结构
[88:02] 因为它甚至它对于常文来说
[88:05] 也算是一个还不错的模型结构
[88:07] 因为它大量去减少了KVCash
[88:09] 然后对于常文来说你的KVCash很宝贵
[88:12] 然后但是它有一个
[88:15] 我认为是不那么去适合Azure的这个范式的一个
[88:20] 最根本性的几个要点
[88:22] 第一个就是
[88:25] 它其实是
[88:28] 因为MIA在设计之初是为了去达到很好的
[88:32] 仿存跟计算的一个比例
[88:35] 在当时的H系列的芯片上
[88:40] 为了实现一个更高的一个
[88:43] 就是我既不浪费我的算力
[88:45] 又不浪费我的
[88:47] 又要把那个仿存的瓶颈给打破
[88:50] 所以是在这样一个架构下设计的
[88:52] 然后在这样架构下设计出来的模型架构
[88:54] 它没有任何可发挥的空间
[88:56] 我指可发挥的空间是指
[88:58] 假设我们认为KVCash是重要的
[89:02] 并且我认为推理速度也是重要的
[89:04] 那我能不能用一些让它推理加速的方式
[89:07] 比如说最简单的推销编码MTP就是一种方式
[89:10] 然后让它实际上推理的时候加速N多倍
[89:14] 但是MIA是不太行的
[89:16] 因为MIA它已经达到一个L-bound和MMI-bound的一个非常完美的一个临界点
[89:21] 你要是用MTP的话
[89:23] 你会发现它又卡在那个计算Bound上
[89:27] 所以现在你看所有MIA的模型结构
[89:30] 不管是GMAV也好
[89:32] KIMI也好
[89:33] 我猜测应该都没有上MTP
[89:35] 因为它上了过后它就被计算Bound了
[89:37] 然后计算Bound它就很不划算
[89:39] 所以它的模型都会慢一些
[89:41] 你会觉得大家对MIMO的
[89:43] 我们第一代Flash哪怕是Pro
[89:45] Flash能做到100到150TPS
[89:47] 然后Pro现在我们也能做到
[89:49] 就看成本
[89:51] 看成本
[89:52] 因为基本上是能做到60到100的
[89:55] 100TPS肯定会更贵一些
[89:57] 所以在这样
[89:59] 所以大家用MIMO的
[90:00] 不管是用Flash还是Pro的一个感觉是
[90:02] 哇好快
[90:03] 然后这就是这个结构
[90:07] 尤其是针对NCF的结构
[90:09] 带来的一个优势
[90:11] 然后同时呢
[90:13] 它成本有够低
[90:15] 因为Hybrid的吞噬
[90:18] 包括在Pro这一代上
[90:20] 给它拉到一个更极致的Hybrid的比例
[90:22] 就它的负额层跟Siding window层的比例
[90:25] 会更极致
[90:26] 达到了7比1的一个比例
[90:28] 所以它更省KVC
[90:30] 所以我们基本上是在这一代结构上
[90:32] 实现了通过Siding window去减少KVC
[90:36] 让它在长稳上效果更
[90:38] 能够支持更长的长上下稳
[90:41] 然后同时通过MTP
[90:44] 把Siding window的tension
[90:46] 节省的那个算力
[90:48] 节省的那一些Tension的算力
[90:50] 然后用MTP给它填上
[90:52] 这样子它能达到一个
[90:54] 在实际推的时候
[90:56] 仿存跟计算的一个很好的平衡
[91:00] 然后同时又去兼顾了
[91:02] 长上下稳的成本
[91:04] 然后以及它的推速度
[91:07] 所以
[91:08] 虽然我们设计模型之后
[91:10] 没想那么多
[91:11] 但是基本上就完美的
[91:13] 非常适合做AGN
[91:15] 因为对AGN来说
[91:16] 长上下稳非常关键
[91:18] 然后很小的KVC也很关键
[91:21] 因为你很小的KVC
[91:23] 你能做更多的多节的缓存
[91:26] 缓存命中的话
[91:27] 会非常有利于节省你的推理的成本
[91:31] 然后再其次就是
[91:35] 速度是一个还蛮关键的一个命题
[91:38] 然后你一旦体验到了更快的模型
[91:41] 以及智能水平相当的更快的模型
[91:44] 你就回不到那个更慢的模型的水平了
[91:46] 对
[91:47] 所以我觉得MIMO V2 Flash和Pro
[91:50] 大概是在这样一个背景下
[91:52] 我们同期的开始去进行训练的
[91:55] 放在当时
[91:56] 你当时为什么会选择MTP
