[00:00] 就是蒋曾国藩从20多岁是一个儒家清流
[69:26] 我也有点记不清了反正挺多的吧
[69:27] 可能有个
[69:29] 按照当时那个时间现在这个时间点可能更多吧
[69:32] 当时那个时间点
[69:34] 1000万美金可能是有的吧
[69:36] 然后
[69:39] 对我觉得就是说在
[69:41] 在人才的就是真正的
[69:43] 顶级人才的
[69:45] 这个
[69:46] 保有
[69:47] 和持续的培养上面
[69:49] 我觉得是可以做的更好
[69:50] 他为什么没有把
[69:52] 把你留住
[69:53] 我觉得这个可能更多是我的问题
[69:55] 因为你要创业
[69:56] 对我想创业
[69:58] 然后呢
[69:59] 但是就是说你在什么时间点创业其实也有很多个
[70:04] 要素要去均衡
[70:06] 要去平衡
[70:06] 我觉得在这个问题上可能我自己的
[70:09] 就是说
[70:10] 诉求更多一些
[70:11] 就是我是2020年底的时候
[70:14] 我看到了一些变化
[70:16] 变化之一呢就是
[70:18] 就是因为
[70:19] GBT
[70:20] 因为当时还没有拆GBT
[70:22] 但是GBT1GBT2当时到了GBT3
[70:24] 然后instructGBT也出来了
[70:26] 我觉得这东西让
[70:28] 世界
[70:28] 再一次相信AI了
[70:30] 这很重要就是这个有没有这个相信
[70:33] 我是相信的
[70:34] 那旭东是相信的做AI的人都是相信的
[70:37] 只有我们相信不重要
[70:39] 不够
[70:41] 还得有更多的人来相信
[70:42] 你这么着才有资金哪才有什么进来
[70:45] 对所以我觉得是整个社会开始再一次相信AI了
[70:49] 这是第一个
[70:50] 第二个的话就是自动驾驶这一波
[70:52] 就是量产自动驾驶这一波
[70:54] 是让我们
[70:55] 把端测的
[70:56] 这个智能
[70:58] 开始逐渐变得可能
[70:59] 因为你是机器人也好还是
[71:01] 自动驾驶也好
[71:03] 最终还是有一些很核心的智能的算法模型要跑到端测的
[71:08] 这个就需要你的传感器
[71:09] 和你端测的算力
[71:11] 那这两块其实今天来看
[71:13] 机器人用的端测算力和
[71:15] 端测传感器和自动驾驶的
[71:17] 智能驾驶的力道其实大差不差
[71:20] 那个时候就看到了就是
[71:22] 这一波
[71:23] 这个产业链能起来
[71:24] 那你这两个要素
[71:26] 完成了
[71:27] 机器人躯体的这个
[71:29] 底层的一些工程能力其实
[71:31] 历史上一直具备只不过我们需要再
[71:34] 这个重构一下
[71:35] 别让我们的产品再重新设计一下
[71:37] 所以我觉得这些要素大概是具备了
[71:39] 同时当时
[71:41] Tesla
[71:42] 也开始正式宣布
[71:44] 叫做人形机器人
[71:45] 我觉得这些要素
[71:47] 就都ready了
[71:48] 我得开稿了
[71:49] 这是你说你为什么创业
[71:51] 你刚才说的是MOMENT
[71:52] MOMENTA怎么能留住你
[71:53] 你那个外地划走了
[71:55] MOMENTA怎么能留住你
[71:56] 我觉得FINALLY
[71:59] 是留不住的
[72:00] 无论如何都不行
[72:02] 因为我觉得这是我的人生的使命
[72:04] 那其他人呢
[72:06] 能留住其他人吗
[72:08] 我觉得M的就是说
[72:10] 首先我觉得这个可能
[72:12] 也不全是M的问题
[72:14] MOMENTA确实那个时间点包括到今天为止
[72:18] 整个自动驾驶行业的
[72:20] 都还是很卷的
[72:21] 我觉得那个卷度
[72:22] 要比今天做巨神智能要更卷
[72:24] 多卷
[72:26] 到今天为止M的加班强度我觉得都比我们要更厉害
[72:30] 早几晚几吗
[72:34] 晚肯定肯定
[72:35] 核心算法团队都是到12点的
[72:37] 然后一周是6天都是打底的
[72:40] 然后
[72:41] 极致的卷
[72:43] 极致的卷但这个我觉得真的不怪
[72:45] 不怪徐东不怪M的管理团队
[72:48] 这个行业就是这样
[72:49] 他们是想赢的
[72:50] 他们要
[72:51] 为企业
[72:52] 谋求发展
[72:53] 要抓住这些客户的机会
[72:55] 他不去这么拼
[72:57] 这个没办法
[72:58] 所以我觉得拼是为所有人负责的一种选择
[73:00] 所以你在M老的比在W快是吗
[73:04] 我觉得可能创业之后
[73:07] 那个更快一些吧
[73:09] 对对对
[73:10] 你这两单工作挺有意思的
[73:12] 一个两年是在W一个两年是在M对吧
[73:15] 而且他们两个是
[73:17] 极致的对立的文化
[73:18] 对吗
[73:19] 总结一下嘛
[73:20] 然后你从这两个里面分开
[73:22] 分别学到的
[73:23] learning和know how
[73:25] 我觉得文化层面啊
[73:28] Wemo
[73:30] 真的是工程师的天堂
[73:31] 就是说
[73:33] 这个天堂我觉得是说自我感觉上面的
[73:35] 你可以有最好的这个infra
[73:39] 然后呢
[73:40] 你可以有最好的同事
[73:42] 然后呢你的领导对你的support对你的支持都是
[73:47] 非常
[73:48] 非常温暖的非常宽厚的
[73:50] 然后呢
[73:51] 目标呢
[73:52] 这不是梦中团队吗
[73:54] 是啊目标是有的
[73:55] 但是呢并不是push的
[73:58] 然后呢这个待遇也都不错当然就是那个时候
[74:02] 的待遇跟今天像OpenAI啊或这些待遇没法比啊现今的待遇没法比
[74:07] 那个时候演出还不错
[74:09] 然后
[74:10] 这个Google的这些园区也都可以去
[74:14] 食堂啊什么的
[74:15] 就是这样的一种状态
[74:17] Momenta呢
[74:19] 我觉得就还是不怪Momenta
[74:21] 这就是
[74:21] 国情
[74:22] 行业的问题
[74:24] 就是这个
[74:25] 首先是
[74:25] 绝对的结果倒下
[74:26] 结果好
[74:27] 就是往上过
[74:28] 结果不好那就得调整调整
[74:30] 所以那就压力是
[74:32] 随时的
[74:34] 然后呢
[74:35] 在
[74:36] vimo
[74:37] 你大概率不用面对客户
[74:39] 因为你的客户都是那些乘客
[74:42] 然后觉得这个产品不够好先不推给乘客
[74:45] 就ok了
[74:46] 但是M是2B的
[74:48] 大量的工程师
[74:50] 就是可能一定级别以上的工程师
[74:51] 都是要直接去面对客户
[74:53] 对
[74:54] 然后需要跟客户做交流
[74:55] 至少
[74:56] 就是比如说像
[74:57] 总监啊或者更高级别的
[74:59] 都是需要去直接面对客户的
[75:00] 然后跟客户去交流
[75:02] 汇报
[75:03] 然后那国内的这些
[75:05] 车企的这个文化
[75:07] 比较tough
[75:08] 对吧
[75:09] 那这个就是肯定就是说骂就骂了
[75:12] 说不开心就是要
[75:13] 要说两句的
[75:15] 你被骂过没
[75:16] 那就是很平常的
[75:18] 骂你什么
[75:19] 我都记不清了
[75:20] 因为我不是很在意这些事骂就骂了
[75:22] 对然后
[75:23] 但就是说他会给你很强的心理压力
[75:26] 说你这个做的不好你可能没有机会了
[75:27] 你做的不好我马上淘汰掉你
[75:29] 对你下次如果再做一通什么怎么样
[75:31] 那你把徐东叫来
[75:33] 对你让徐东来解释
[75:35] 就等等这样的话肯定都是有的
[75:38] 所以
[75:39] 你单纯从一个对工程师自我感受上来说
[75:42] M
[75:43] 然后以及整个的中国的支架的环境
[75:46] 我觉得都不是好的
[75:47] 但是呢我觉得
[75:49] 从另外一个角度
[75:50] 来说
[75:51] 从成长性上来说
[75:53] 我觉得在中国的支架环境里面
[75:55] 对于工程师的这个训练
[75:57] 综合能力的训练又是更好的
[75:59] 他可以让你看到这个世界真实的状态
[76:02] 我觉得这个世界真实就是这个样子的
[76:04] 你很喜欢说真实现实世界对吧
[76:07] 对对因为我觉得就是说如果我们生活在一个被其他人或一些信息包裹起来的
[76:13] 环境当中
[76:14] 我觉得是不本质的
[76:16] 对然后所以我比较喜欢
[76:19] 面对真实
[76:20] 哪怕这个真实
[76:21] 往往很多时候这个真相和真实是残酷的
[76:24] 但我觉得也要去面对它
[76:28] 在这个过程中你觉得旭东发生过变化吗
[76:32] 旭东我觉得他
[76:34] 真的我觉得旭东最强的点一直没变
[76:39] 旭东最强点就是我觉得他的战略能力
[76:40] 特别好
[76:41] 对
[76:42] 那么早的时间点就判断出来我们要做这件事
[76:46] 然后一直坚定的去推动
[76:48] 然后过程当中有波折也不动摇
[76:51] 就是战略能力
[76:52] 也是我觉得他
[76:53] 带领我们他从这么多自动驾驶企业里面脱颖而出的最核心的那一个
[76:58] 那一个能力
[76:59] 然后呢当然了就是旭东嘛就是我觉得我也有这个问题啊就是说
[77:04] 都是比较push的
[77:06] 比较aggressive的
[77:07] 所以他
[77:08] 跟他工作肯定压力都比较大的
[77:10] 然后呢也因为这个很多同事会离开啊或者会什么的
[77:16] 后来我发现可能旭东他就会选择性的就是说
[77:20] 不把这一面展现给那个
[77:22] 更多的人了
[77:23] 我觉得这是他
[77:24] 多半哪一面
[77:25] 就是就是
[77:27] 就是
[77:27] 特别aggressive
[77:28] 啊或者是
[77:30] 就是
[77:31] 其实我觉得不是aggressive
[77:32] 是
[77:33] 是把真相说出来
[77:35] 对就是有的时候把真相说出来把现状这个说出来但是可能说有的时候是用一种很非常直接的方式去表达出来
[77:41] 这种
[77:42] 方式本身
[77:43] 就会让
[77:44] 很多人感受到
[77:46] 压力
[77:47] 这种压力大到一定程度
[77:49] 就会成伤害
[77:50] 哦对
[77:51] 你是这种风格吗
[77:53] 我是那种风格
[77:54] 旭东这种风格
[77:55] 我觉得有这一面
[77:57] 把aggressive直接表达出来
[77:58] 对我觉得我是有这一面的
[78:01] 你们对比一下蒙蒙塔和地平线
[78:04] 这两个公司都太厉害了我都觉得我是没有资格去评价他们的
[78:10] 我真的觉得这两个公司都特别好
[78:12] 就是
[78:13] 旭东很早就刚才我说旭东占领你旭东很早就布局
[78:17] 这个做芯片
[78:18] 今天芯片他们芯片也要马上就要出来了
[78:21] 对
[78:22] 芯片的公司
[78:24] 也特别好然后定点也拿得很好
[78:27] 对其实
[78:28] 其实这是他可能
[78:30] 三年前的决定
[78:31] 然后两年前
[78:32] 两年多前
[78:34] 这个公司开始
[78:35] 启动正是
[78:36] 招了一批人然后把这个事做起来
[78:38] 到今天拿到结果
[78:40] 如果这个决定可能晚做一年
[78:42] 晚行动一年
[78:43] 都没有今天的这个
[78:43] 所以我觉得
[78:44] 都战略能力超强
[78:46] 然后呢执行能力超强
[78:48] 然后呢
[78:49] 面对客户的这种
[78:51] 迭代调整能力也超强
[78:53] 这都是就是说
[78:56] 凯歌可能也是从一个科学家
[78:57] 逐渐转向一个企业家
[78:59] 旭东也是从一个
[79:00] 可能没那么科学家吧但是也是比较偏
[79:03] 科学范儿的
[79:04] 这么一个
[79:05] 一个状态面向走向一个企业家我觉得迭代能力都特别强
[79:09] 我觉得更多的真的我是从他们身上学习
[79:12] 然后呢这个
[79:13] 作为榜样的很多时候我确实把他们作为榜样
[79:16] 但看起来在W和M中间你更相信的是
[79:20] M这条路
[79:21] 量产的这条路对吧
[79:22] 这个对你后来的创业影响非常大
[79:24] 你刚才说你为什么开始
[79:26] 想到开始创业
[79:27] 从你开始想到你
[79:29] 做了决定并且行动中间有多久
[79:33] 其实我当时行动我是还是
[79:36] 比较立即的吧就是我二年年底我想好
[79:39] 正好二年底我就是30岁嘛
[79:41] 但是过生日的时候
[79:43] 哪一年年底
[79:44] 22年年年年我30岁
[79:46] 我92年年年底生日
[79:47] 12月吗
[79:48] 射手踪吗
[79:49] 对
[79:50] 然后
[79:52] 当时反正也是这一系列事交织在一块
[79:54] 对吧然后我看到了变化
[79:56] 然后呢我觉得自己该练的也都练的差不多了
[79:59] 然后呢
[80:00] 这个这个
[80:01] 同时我在M做的这一系列事
[80:03] 我也能看到到23年的
[80:06] 三四月份左右
[80:07] 就是NVA这个产品我也能量产掉
[80:09] 所以我觉得到了这么一个节点
[80:11] 然后呢
[80:12] 我就当时我就想好我肯定要开始干了
[80:16] 然后所以但是我确实还是把这件事做完了的
[80:19] 就是把NVA这个事
[80:20] 高速高价NVA量产
[80:22] 然后交付给
[80:23] 上汽
[80:24] 同时我们看到
[80:26] 整体的这个体验表现都还不错
[80:29] 那个时间我几乎也把
[80:30] 国内所有的车
[80:32] 就是带NVA这工种的车
[80:34] 全部试驾里面
[80:35] 对
[80:36] 然后我觉得做的还可以
[80:38] 然后所以我就5月份就提了
[80:40] 离职
[80:41] 5月23年5月
[80:44] 放弃1000万美金
[80:45] 心疼吗
[80:47] 我具体记不太清是不是这个数大概是这个
[80:51] 我其实没什么心疼的
[80:52] 一点都没有
[80:54] 没有
[80:54] 因为我觉得就是说
[80:56] 首先我觉得我想我最
[81:00] care的事还是我想去做的那件事
[81:03] 而不是一些钱什么东西的
[81:05] 然后呢我觉得和那件我想做的那个事比起来
[81:09] 其他的这些东西都
[81:11] 那个价值不大
[81:13] 然后
[81:16] 这是一方面吧然后另外一方面的话就是
[81:19] 我觉得钱这个东西其实
[81:21] 你
[81:22] 日常我也花不了多少就是
[81:24] 吃吃饭呀
[81:25] 什么的
[81:26] 正常的够了我觉得也没什么区别再多再少也没什么区别
[81:30] 对我其实倒没什么心疼
[81:32] 你觉得从你
[81:33] 离开MOMENTA那一刻
[81:35] 和你进入MOMENTA那一刻你自己的变化是什么
[81:40] 刚好是你回国工作的那种
[81:43] 我觉得
[81:44] 底层的一个变化是
[81:46] 我学会了
[81:47] 什么叫以客户为中心
[81:49] 对
[81:50] 这个是
[81:51] 是MOMENTA的人
[81:53] 价值观第一条以客户为中心
[81:56] 对然后呢我觉得是在这个实践的这个过程当中
[82:00] 体会到了什么是以客户为中心
[82:02] 客户为中心不是生硬的说客户说让我们做什么我们就做什么
[82:06] 而是真的站在客户的角度
[82:08] 去看他的需求是什么
[82:10] 甚至帮助他挖掘他的需求是什么
[82:13] 然后提出更好的方案
[82:14] 然后去帮他解决问题
[82:17] 然后
[82:18] 以客户为中心也不是说
[82:20] 是公司内对公司外的
[82:21] 而是所有的
[82:23] 上游
[82:24] 面对下游的
[82:25] 一个公司内也有一客户为中心
[82:27] 对吧你的
[82:28] 支持团队
[82:29] 面向你的业务团队
[82:30] 你的上游的平台团队面向下游的交付团队
[82:34] 都是以客户为中心的这样的思考问题的这个
[82:36] 方式
[82:37] 以客户为中心相对的
[82:40] 我觉得
[82:41] 有一些是以这个
[82:43] 比如说自我成长为中心
[82:44] 比如说以
[82:46] 所谓的技术领先性为中心
[82:48] 我觉得这些都是错误的
[82:49] 至少在
[82:51] 做一家企业来讲都是错误的
[82:53] 然后你决定创业的
[82:56] 第一件事是什么
[82:58] 你说的是我做的一件事吗
[83:00] 我做的第一件事是离职
[83:02] 先离职
[83:03] 你在离职前什么都没做
[83:05] 几乎没做什么吧就是大概
[83:08] 就是想了想要做什么但是
[83:10] 后来发现想的事也不太对
[83:12] 然后
[83:13] 那当时对跟就是跟那个那个赵航跟田飞我们一块聊了聊
[83:18] 这些事 赵航也回国了他在清华对不对
[83:21] 然后最早
[83:22] 其实就是我们三个嘛
[83:24] 然后
[83:25] 田飞当时在蒙蒙他
[83:26] 对他跟我一起离职的
[83:28] 对他跟我一起离职的
[83:30] 然后
[83:31] 那个
[83:32] 离职之后嘛反正我就先
[83:35] 出去玩了一段时间
[83:36] 去哪
[83:37] 去西藏
