[00:02] 就在京都在鸭川边上
[65:10] 但行业里其实有一些时间了
[65:12] 有一些时间
[65:13] 所以我觉得属于有一个比较宏大的愿景
[65:17] 前两者有了
[65:18] 第三者
[65:19] 我
[65:20] 我可以花一点时间去摸一摸
[65:21] 更多是这样的一个心态
[65:22] 你就开始上路了
[65:23] 找了哪些伙伴
[65:25] 团队是怎么搭起来的
[65:26] 对
[65:27] 我觉得团队的话
[65:28] 团队坦白说是我花时间最多的部分
[65:30] 对
[65:31] 其他的比如说融资
[65:32] 反而花的时间没有很多
[65:34] 因为第一个肯定要价值观一致
[65:37] 高度一致
[65:38] 这个我还是非常认同的
[65:41] 阿里强调的价值观优先这个事情
[65:43] 因为三观不同
[65:44] 你很难走十年
[65:47] 很难走十年
[65:48] 所以你就会发现
[65:50] 发现很多
[65:51] 其实我就觉得这些人很厉害
[65:53] 很棒
[65:54] 但就不是一类人
[65:55] 所以我觉得组这个团队的过程
[65:58] 就是在找跟我一样的人的过程
[66:01] 至少今天走到今天
[66:03] 我们探索了接近两年时间
[66:05] 比较客观的讲
[66:06] 我们肯定不是那种行业力高高猛进型的
[66:08] 很多的不停的结果
[66:09] 不停的正反馈的团队
[66:10] 但我们团队是比较稳定的
[66:12] 从这里离开的两三个小伙伴都自己创业了
[66:15] 创业的结果都还不错
[66:17] 这个背后的原因
[66:18] 可能大家都是真的是很
[66:19] 很适宜来的
[66:20] 所以一开始就想
[66:21] 就明确的一个比较长期的目标
[66:23] 也都高度共识
[66:24] 所以大家只是在找方法
[66:26] 所以如果是回到说组建团队这个事
[66:28] 因为组建团队
[66:29] 我觉得可能我只会遵循一些基本原则
[66:31] OK 家里万有一致
[66:32] 今天这个事
[66:33] 我们的能力能够互补
[66:34] 我知道我都有自己的能力
[66:36] 大概在长板是什么地方会有一些认知
[66:38] 我也有一些短板
[66:39] 会找一些相对更能弥补短板的人
[66:42] 另外我也会注重整个团队的混合构成
[66:45] 需要不同类型的人
[66:46] 比如说很常见的
[66:48] 你拉一些原来的人
[66:49] 原来的朋友同事
[66:50] 就开始创业了
[66:51] 我甚至会刻意避免这样的事情
[66:53] 为什么
[66:54] 你没有前同事
[66:55] 有肯定是有
[66:56] 但不会全部都是
[66:57] 我觉得一个团队还是蛮需要多样性的
[67:02] 就不然的话
[67:03] 你比如你一个公司的核心成员
[67:04] 都是本来都认识的人
[67:06] 比如说都是同学
[67:07] 你会很容易产生思想趋同性
[67:10] 以及后面新加入的优秀的人才
[67:13] 也会增加不必要的融入和归属感的困难
[67:17] 从人性的角度
[67:18] 你们互相之间
[67:19] 都认识
[67:20] 我来了能不能融入
[67:21] 可能我会比较避免这样的一个状态
[67:25] 以及包括大家的做事风格
[67:27] 虽然大家价值观要一致
[67:29] 但做事风格不能完全一致
[67:30] 比如有的人就会更push
[67:32] 更着急
[67:33] 有的人就没那么着急
[67:34] 有的人会非常的细节
[67:37] 有的人就会思考的工作一些
[67:40] 我觉得多样性在今天的AI创业
[67:44] 比上个时代甚至更加重要
[67:46] 为什么
[67:47] 在上一个时代
[67:48] 这个是大家都在讨论的一个话题
[67:50] 就叫专业技能的降级化
[67:52] 你原来是个很资深的XXX
[67:54] 有大量的技能的部分
[67:56] 有很多技能是你熟练的
[67:58] 别人不具备的
[67:59] 但今天这个部分的重要性在逐渐的在下降
[68:03] 但是你的多元化的品位
[68:05] 以及你的博学的程度
[68:07] 就是你的广度
[68:09] 正在决定这个团队的一个核心竞争力
[68:11] 其实包括一会我去聊
[68:13] 我会聊我们要做的产品
[68:15] 背后就是我的一个
[68:17] 现在比较深刻相信的一个理念
[68:20] 非常深刻相信的理念
[68:21] 今天的技能正在编织
[68:23] 或者说人和AI的关系是什么
[68:26] 人和AI的关系是什么
[68:28] 总结一句话叫做
[68:29] 人应该负责will
[68:30] 意图
[68:31] 意志
[68:32] AI负责skill
[68:34] 那么will这里面的
[68:36] 广度
[68:37] 多元性
[68:38] 品位
[68:39] 会变成一个人
[68:40] 甚至最终是一个团队的核心竞争力
[68:42] 你们的团队来自于哪些地方
[68:45] 平均年龄
[68:46] 过往背景
[68:47] 里面的一些画像
[68:48] 画像还蛮多元的
[68:50] 有大厂的
[68:51] 也有一些很有调性的初创公司
[68:54] 很有调性的初创公司
[68:56] 也有一些独立开发类的
[68:58] 就是那种自己会手搓很多小东西的人
[69:01] 差不多比例
[69:02] 我感觉大厂占一半
[69:04] 另外比如说偏独立开发
[69:06] 和偏一些很有意思的初创公司来的人
[69:08] 占一半
[69:09] 差不多是这个样子
[69:10] 大厂的人会有什么特点吗
[69:12] 特点是什么
[69:13] 我觉得优秀的大厂的人
[69:16] 我觉得规范性
[69:18] 使命必达
[69:19] 在执行时候的坚决度
[69:21] 我觉得都肯定是很有保障
[69:24] 因为大家只要是真正做过一些很具体的
[69:27] 拿过结果的人
[69:28] 都会有这方面的很好的素颜
[69:31] 独立开发者有很好的灵活素颜能力
[69:33] 会看到一些我们看不到的东西
[69:35] 而且他们往往会更加这一代native
[69:38] 这些独立开发肯定是更年轻的人
[69:41] 他们天然就不会特别专精
[69:44] 在某一类的东西
[69:46] 在某一类技术上
[69:47] 他不会说我就是一个服务端架构大牛
[69:49] 不是这样的人
[69:50] 他就会比较多面手
[69:51] 由于多面
[69:52] 他甚至可能自己又要做开发
[69:53] 又要做设计
[69:54] 又要做产品
[69:55] 他的品位就非常的综合
[69:57] 他会懂得点审美
[69:59] 懂得点逻辑
[70:00] 也懂得点技术
[70:01] 所以这个就比如我们现在很多偏探索的
[70:04] 或者叫偏刚才我说的第一阶段的
[70:06] 混合的需要去定义好模型的context和边界的事情
[70:10] 这样的人就会明显有优势
[70:12] 确实是有优势
[70:13] 有调性的创业公司的人呢
[70:15] 就品位非常好
[70:17] 就很有品位
[70:18] 不管是审美品位
[70:20] 产品品位
[70:21] 甚至是一些营销品位
[70:24] 我觉得都蛮好的
[70:25] 你自己的长板和短板是什么
[70:27] 都挺多的
[70:28] 短板各有一些
[70:29] 对
[70:30] 我觉得最长的长板是
[70:32] 对于一个现象背后的底层范式的判断力
[70:37] 我不一定有多好
[70:38] 但我只能说
[70:39] 我觉得在我所有能力相对这个是好的
[70:42] 比如一个现象
[70:43] 它背后的发生的原因是什么
[70:45] 到底有什么核心动力在驱动这件事情
[70:48] 这个事情能不能带来一些范式级的变化
[70:51] 这个可能是我相对擅长的东西
[70:54] 这是第一
[70:55] 第二个我的能力是实事求是的
[70:59] 比如说我们
[71:01] 是这个能力的另外一个相反面
[71:03] 就是你要知道抽象其实也是很危险的
[71:05] 比如说我们讨论说经典的一个问题叫做
[71:08] 你讨论一个黑白奶牛
[71:11] 牛动物
[71:12] 如果你讨论动物
[71:14] 很多事就没法讨论
[71:15] 你只有讨论黑白的奶牛才能看出区别
[71:17] 抽象思维会带来你经常的口头上
[71:20] 这不就是
[71:22] 这是一个很容易产生的一个思维的问题
[71:24] 所以我在这个的另一面
[71:26] 我会还算比较关注
[71:28] 到底在细节上微妙的地方有什么不同
[71:31] 对
[71:32] 因为包括比如还说之前这个妙鸦的例子的话
[71:34] 其实大家都做的是一样的事情
[71:36] 但微妙上的不同会带来截然不同的结果
[71:39] 对
[71:40] 就是你的效果对吧
[71:41] 你有联合创始人妙
[71:42] 有的
[71:43] 有几个
[71:44] 其实是这样的
[71:45] 首先我们没有严格意义上去定义
[71:47] 什么叫联合创始人
[71:49] 我们公司没有什么title这个概念
[71:51] 整个公司里头所有人都没有title
[71:53] 但核心成员肯定是有一些
[71:55] 有些人是一时间第一天就开始在一起
[71:58] 我们就在一起
[71:59] 在做现在这些事情
[72:00] 怎么找到他们
[72:02] 这个
[72:03] 把朋友介绍为主
[72:04] 不是职员同事
[72:05] 不是
[72:06] 最核心成员里有以前的同事
[72:09] 但比如说从第一天就开始了
[72:11] 不诠释吧
[72:12] 只能说不诠释
[72:13] 你刚刚也提到你融资相对非常的轻松
[72:16] 话题时间比较少
[72:17] 不能叫轻松
[72:18] 不能叫轻松
[72:19] 对
[72:20] 你当时拿了几笔钱
[72:21] 我觉得当时是三轮还是四轮连着
[72:23] 对
[72:24] 媒体上有些报道
[72:25] 大体上差不太多
[72:26] 总计金额是多少
[72:28] 具体数字就不去谈谈了
[72:29] 但反正体量差不多
[72:31] 媒体的报道差不多
[72:32] 为什么他们都在你没有产品的时候
[72:34] 愿意下注当时
[72:35] 今年除了几家大模型公司
[72:38] 这个case其实是被谈的最多的一个club deal的案例
[72:42] 说你一从阿里出来
[72:43] 投资人就开始在没有产品的时候压住忙住
[72:47] 对
[72:48] 这个话题是这样的
[72:49] 今天就其实即使是在去年
[72:52] 我们的估值和融资额也不是最大的
[72:55] 应用公司里也都没有差太多
[72:58] 我觉得大家聊下来
[73:01] 我觉得有这么几个原因
[73:03] 第一个原因就是
[73:04] 我当时有一个比较长线的原点
[73:07] 我明显感觉到会有一些人比较白印这个事情
[73:10] 作为一个AI朋友
[73:11] 对
[73:12] 要做AI朋友
[73:13] 而不是做service
[73:15] 虽然这个东西有点模糊
[73:18] 所以我觉得我的股东肯定都是认同这样的一个底层理念
[73:22] 虽然我没有具体的产品
[73:24] 但我还是会讲我的这样的理念
[73:26] 我会觉得未来的AI会被连接到整个人类的网络里来
[73:29] 你比如今天我们用的每人用的AI都是你自己私有的
[73:33] 它也跟这个世界没有什么关联
[73:35] 我觉得不会的
[73:36] 未来不会是这样的
[73:37] 未来你用的AI也会连接到整个网络里
[73:40] 社会网络里来
[73:41] 我觉得不能叫社交网
[73:42] 就是一个社会网络里
[73:43] 它也会参与到整个社会活动
[73:45] 这样的一个底层理念
[73:46] 我觉得至少在当时那个时间点可能跟很多人想的不太一样
[73:49] 这是第一个点
[73:50] 第二个点可能多多少少证明过自己一些东西
[73:53] 而且我觉得包括过往两年的创业过程
[73:58] 我觉得我是一个比较审慎的
[74:02] 比较审慎的
[74:03] 或者叫我不是一个不懂装弄的人
[74:06] 所以大家我觉得压住有一个原因是
[74:09] 相信我不是一个不懂装弄的人
[74:11] 所以不会乱搞
[74:13] 当我知道自己不懂的时候
[74:15] 我不会轻易做动作
[74:17] 行业里面有很多人在开玩笑
[74:18] 说我们天天在花利息
[74:20] 我们虽然做了快两年的时间
[74:23] 但他们说花什么钱
[74:25] 确实没花什么钱
[74:27] 真的是在花利息
[74:28] 不至于
[74:29] 但确实是比较
[74:31] 还有很长的软维
[74:33] 可以现在的节奏可以花多少年
[74:35] 很长
[74:36] 这个就不说了
[74:37] 10年
[74:38] 不说了
[74:39] 反正很长
[74:41] 确实如果没有觉得自己很懂
[74:45] 我是不会轻易去出手的
[74:47] 当然它不可能像投资一样
[74:49] 不投就完事了
[74:50] 一点都不投
[74:51] 那不可能
[74:52] 你总得花一些
[74:53] 就总得做一些什么事情
[74:54] 你得在做的过程当中才能搞懂
[74:56] 而不是每天在这闭门造车的空想
[74:59] 把它搞懂
[75:00] 是不可能的
[75:01] 但要把这个的学费控制在最低的水平
[75:05] 我觉得就是这几个角度
[75:08] 你们就上路了
[75:10] 出发了
[75:11] 从去年年初
[75:12] 对
[75:13] 春节之后
[75:14] 到现在应该马上就两年了
[75:16] 你们中间探索了哪些产品
[75:18] 因为我们其实中间聊过好多次
[75:20] 你们产品发生了很多变化
[75:22] 对
[75:23] 其实刚才我也提到了
[75:24] 我们在公司的成立的第一时间
[75:27] 做的第一件事
[75:28] 就是今天我们做的游戏
[75:30] 因为当时
[75:32] 举三个理由
[75:33] 第一个理由
[75:34] 刚才我也提到了
[75:35] 它是一个情怀
[75:36] 因为我以前做过那个事
[75:37] 所以我就很想试一试
[75:40] 把当时我看到那一颗惊艳的感觉
[75:42] 跟AI再叠加起来
[75:43] 到底能实现什么样的效果
[75:45] 另外两个理由
[75:46] 第二个点在那个时间点上
[75:48] 实际上AI陪伴是一个蛮火的赛道
[75:50] 对在去年年初的时候
[75:52] 到现在也挺火的
[75:53] 我觉得今天不算是一个
[75:55] 媒体和资本市场关注的热点
[75:57] 但我其实不太关注热点这个问题
[75:59] 我当时看到的
[76:01] 我会看事实
[76:03] 就有一些事实是摆在那里的
[76:06] AI陪伴这个赛道的DAU
[76:09] 在国内和海外都是能到千万的
[76:12] 我说的是赛道级
[76:13] 就不看某一个产品了
[76:15] 我们冷静下来想一想
[76:16] 今天AI产品当中
[76:18] DAU能过千万的
[76:19] 赛道DAU能过千万的
[76:21] 除了通用Chatbot以外
[76:23] 其实没有几
[76:24] 非常少
[76:25] 对AI陪伴算一个
[76:27] 第三个是什么
[76:28] 坦白说我都很难准确说出来
[76:29] 可能图像生成的
[76:31] 图和视频生成
[76:32] 这个大块可能应该也能过千万
[76:34] 对剩下的其实不太有
[76:36] 能赛道级DAU过千万的东西
[76:39] 这证明第一个问题就是它有用户
[76:41] 它有真实的用户
[76:42] 第二个事实是
[76:43] 这些公司都收到了钱
[76:45] 都收到了钱
[76:46] 虽然他们可能不能赚大钱
[76:48] 大家都觉得他们的收入也没有很多
[76:50] 但他们都收到了钱
[76:52] 且有些产品甚至已经打平了
[76:55] 或者微赚了
[76:57] 这声明这个用户不仅有需求
[77:00] 且这个需求是有用户有商业价值
[77:03] 这是两个事实
[77:04] 我觉得这个是非常重要的
[77:07] 一旦这个事实是成立的
[77:09] 我们可以得到一个结论
[77:11] AI陪伴是一个带有商业价值的
[77:13] 真实的用户需求
[77:15] 这是一个客观的结论
[77:17] 在这个结论之下
[77:18] 我在当时那个时间点就在看
[77:20] 如果是这样的问题
[77:21] 为什么这个行业没有爆发
[77:22] 为什么没有一下子就特别对
[77:25] 因为行业面对一些困难
[77:27] 往往是因为行业有一些共同的困难
[77:29] 会导致它没有彻底爆发
