[00:04] 我应该是公司第一个离职的人
[73:12] 就是今天价值最高的这个模态
[73:17] 它其实是下一个时代
[73:19] 也就是AI时代的起点
[73:21] 就是未来只会出现比视频这个模态更高级的东西
[73:26] 价值更高的东西
[73:27] 比如说软件
[73:29] 比如说游戏
[73:31] 对
[73:32] 就是今天大家还在怎么讲
[73:35] 比如说生成游戏它还是很难
[73:39] 对吧
[73:39] 你要生成一个很棒的游戏
[73:41] 生成一个小游戏
[73:42] 游戏可能已经很简单了
[73:43] 但你要生成一个有消费价值的游戏
[73:46] 它可能就不那么容易
[73:47] 但是视频可能已经可以了
[73:49] 就今天它已经可以了
[73:52] 但是我们是在24年的年初再去想这个问题
[73:57] 所以你一定得去站在一个新时代的起点来去做这件事情
[74:02] 所以我们认为说视频其实是AI时代内容的一个起点
[74:05] 前面干嘛
[74:06] 语言都是预演是吧
[74:07] 嗯
[74:09] 就至少它的商业价值可能不会
[74:12] 不会那么高
[74:14] OK
[74:15] 对
[74:17] 所以是这三个维度
[74:20] 那你怎么看图片这个模态
[74:22] 这图片模态包括文字模态
[74:23] 然后包括声音
[74:25] 其实它们是视频的组成部分
[74:29] 未来也会变成比如说软件和游戏的组成部分
[74:33] 对
[74:33] 之前为什么会出现这些
[74:38] 我们叫它更低维度
[74:39] 并不是代表贬义词
[74:41] 只是说
[74:42] 它可能相对更简单
[74:44] 就是说为什么会出现这些
[74:46] 就是更低维度模态
[74:47] 它能够支撑起一个内容的产品
[74:50] 核心原因是在于生产力的问题
[74:52] 就还是回到那个点
[74:53] 就是人在去生产内容
[74:55] 就是我能够画出一张好的画的人
[74:59] 他可能未必能够写出好的文字
[75:02] 我能够写出好文字的人
[75:04] 未必能够去做出一个好的音乐
[75:07] 那大家只能术业有专攻
[75:09] 我做音乐做的很好
[75:10] 那我就去作曲
[75:11] 对吧
[75:11] 那我画画画的很好
[75:12] 然后我就去画漫画
[75:14] 也许我还有很好的故事构建的能力
[75:17] 然后我可能不会画画
[75:19] 然后我也不会做音乐
[75:21] 那我可以去写网文
[75:24] 对
[75:24] 所以如果以人去作为生产的主体的话
[75:28] 它就会出现这些不同模态的一个划分
[75:31] 但是如果这些模态未来
[75:34] 它被生产能力把生产的门槛拉平了
[75:40] 其实这个模态的
[75:42] 它的差异就可能就不会那么的精味分明
[75:47] 就是为什么一个漫画里面不能有音乐
[75:50] 对吧
[75:51] 为什么一个好的文字
[75:55] 它不能以视频的形式去存在
[75:57] 所以结论就是视频是内容生产的起点
[76:02] 我们认为视频是未来AI的
[76:06] 就是AI时代
[76:08] 它的内容的一个起点
[76:09] 就是只会出现比视频更高维度的模态
[76:12] 这个很有意思
[76:14] 那不同创作者之间它们的壁垒是什么呢
[76:17] 还是如果内容都是AI生产的创作者的价值吗
[76:21] 当然有
[76:21] 为什么
[76:22] 就是创作者的
[76:23] 创作者他的身份和我们刚才讲产品经理的那个身份是非常像的
[76:28] 我们去讲说刚才产品经理在控制的是什么
[76:31] 产品经理在控制System1 System2对吧
[76:36] 它控制的方式其实是生产端的
[76:39] 就是说生产能力这一端的
[76:41] 嗯
[76:42] 其实创作者他控制的是什么
[76:44] 创作者他控制的是这个就是这个生产能力
[76:47] 它如何被使用的
[76:48] 你刚才说就是未来大这个差异会变成什么
[76:52] 在这差异会变成
[76:54] 哎
[76:55] 就是前阵子很时髦那个是你叫他Taste
[76:58] 也可以
[77:00] 然后我们对我们内部会把它称为叫Recipe
[77:03] 就是你生产过程的时候会有一个菜谱对吧
[77:09] 就是你可以
[77:11] 就是
[77:12] 如果你是一个
[77:12] 如果你做饭其实你是会有一套自己的这个工作方法的
[77:17] 你甚至可以把它写出来变成一个菜谱
[77:20] 但是这个菜谱我写的菜谱交给你
[77:25] 你用这个菜谱你严格去执行你做出来的菜
[77:29] 跟我做出来菜它的味道其实是会有是会有差异的
[77:32] 嗯是会有差异的
[77:33] 但是公报鸡丁还是公报鸡丁
[77:37] 对吧水煮肉还是水煮肉就是水煮肉
[77:39] 你不会拿着这份菜谱把它做成公报鸡丁
[77:41] 嗯
[77:42] 那这个Recipe我们认为它是它是有价值的
[77:46] 啊而且是不同的这个创作者
[77:49] 嗯他们之间能够去形成差异化的一个很核心的一个点
[77:55] 那你们是做视频的工具还是你们是生产方
[77:59] 这个其实就跟这个就跟商业模式会有关系了
[78:03] 就是嗯
[78:04] 嗯
[78:06] 其实今天大量的产品大家都是从工具端开始出发的
[78:11] 为什么呀
[78:12] 嗯为什么对为什么
[78:14] 我们也我们也想过这个问题
[78:16] 为什么我们要去做一个工具对吧
[78:18] 要说服自己
[78:20] 嗯对因为因为你可以从工具出发
[78:23] 你也可以从比如说社区分配端出发
[78:25] 你也可以就是从一个消费端去出发对吧
[78:28] 我自己就去做这个内容工具商
[78:30] 那为什么要从工具出发
[78:32] 核心原因是因为底层的技术它是从生产啊
[78:36] 它是带来所谓生产力革命的就是生成等于生产
[78:40] 嗯所以生产这个技术它最直接影响的就是生产的这个环节
[78:45] 生产环节对应的就是最直接的产品形态就是工具
[78:50] 就是生产力工具
[78:52] 所以它是离这个技术革命最近的地方
[78:56] 那如果你做的直接是生产的结果就是生产那个物品呢
[79:00] 就比如说你做的就是
[79:03] 创作的是视频本身而不是说成为创作者手中做视频的工具
[79:08] 嗯好问题好问题啊
[79:10] 今天有一个很重要的很重要的点是timing的问题
[79:15] 就是生产端它的技术还是在快速变化的
[79:20] 嗯技术没有稳定下来
[79:21] 对这个技术稳定下来我们会认为说它其实是两个维度
[79:26] 一个维度是我们讲说system one的部分
[79:30] system one的部分它稳定下来
[79:33] 比如说对于文字文字形态来说
[79:37] 可能语言已经很稳定了
[79:40] 代码可能会越来越稳定
[79:43] 就是代码可能会未来达到9.99999999的这个可执行成功率对吧
[79:48] 嗯对
[79:49] 那你看其实多么太
[79:52] 它今天远未谈得上稳定
[79:57] 对从这个Wheel3然后到322出来
[80:00] 其实我们才第一次看到视频领域之前
[80:04] 可能需要多个单点的这种模型
[80:07] 产生的这个能力和内容它被合到了一起
[80:10] 比如说音化同步
[80:11] 然后比如说分镜
[80:12] 那这其实是一个非常早期的阶段
[80:15] 我们会认为说其实32和Wheel3它并不是多模态的chatGPD时刻
[80:25] 而是GPD2的那个时刻
[80:28] 什么意思呢
[80:29] 就是如果对标语言模型它的那个发展历程的话
[80:33] 其实这两个模型
[80:35] 因为它前后差的时间很少
[80:37] 它隔的时间很短
[80:38] 所以我们认为它是
[80:40] 一个时间点
[80:40] 它其实是第一次把视频的多个单点任务合到一个模型里面
[80:47] 这是第一次
[80:49] 就是GPD2当时是实现了这个
[80:51] 后面还有很长的路要去走
[80:54] 包括你的数据量的scale
[80:56] 然后包括你的模型的参数量的scale
[80:58] 然后未来可能还包括说你的成本得怎么能降下来
[81:01] 你的生产速度推理速度怎么能够去提升
[81:04] 然后当然还有最重要的是你的模型本身的能力
[81:08] 比如我们今天实现模型的时候
[81:10] 你发现不了一件什么事情
[81:11] 我输入一个视频
[81:14] 让它参考这个视频
[81:15] 再去做一条新视频
[81:17] 有人就会说了
[81:19] 其实你可以把这个视频先用GMI去拉偏
[81:21] 你去理解它
[81:23] 把它变成一个脚本
[81:24] 然后再把这个脚本再输入到一个生产模型里面
[81:27] 让它再去输出一个新的视频
[81:31] 但是这并不是端到端
[81:33] 你之前应该
[81:35] 就之前就是想与你们也聊过
[81:38] 就是多目态的技术的发展
[81:40] 对如果参考语言模型它能够实现的效果来去说的话
[81:44] 未来对于端到端的多模态模型
[81:47] 从我们应用的来讲
[81:49] 我们希望看到的是像今天这样
[81:51] 大家不需要去调那么多的不同的这种工具
[81:56] 就是调那么多的LM
[81:59] 我只需要去知道如何把一个LM
[82:02] 它的不同的能力从一个模型里面给抽出来
[82:05] 然后再去组成我的System2
[82:07] 那意味着什么呢
[82:09] 意味着说那个端到端的多模态模型
[82:13] 它应该可以接受任何模态的输入
[82:15] 它不需要经过中间语言的转化
[82:18] 它在模型内部就应该去理解不同的模态
[82:22] 它应该去理解输入的这段音乐
[82:24] 它基于这段音乐
[82:26] 然后能够去做出一个视频
[82:27] 现在语言还是个转换器
[82:29] 对
[82:30] 加冗余
[82:32] 对它需要一个介质
[82:35] 它需要一个介质
[82:37] 那我们也相信说未来的
[82:39] 这个动物态的能力
[82:41] 端到端的动物态能力
[82:42] 它一定会把语言模型走的这个路
[82:45] 可能需要
[82:46] 就是它也会重新走一遍
[82:48] 比如到今天语言模型
[82:49] 走到了所谓推理模型的这个阶段
[82:52] 那未来端到端的这个动物态模型
[82:53] 它也会有推理的能力
[82:55] 只不过它是
[82:57] 它是以视频的形式再去推理
[82:59] 然后以音频的形式再去做推理
[83:02] 对
[83:03] 但是你看这个状态
[83:05] 跟我们今天所处的这个状态去比的话
[83:09] 可能它就很难想象到那个时候该去做什么产品了
[83:12] 对吧
[83:14] 你连怎么用这个模型
[83:16] 可能现在都想不清楚
[83:17] 那更不要提说你要在上面去做什么样的这个产品形态了
[83:23] 而生产端是距离这个能力它变化最近的地方
[83:29] 无论它怎么去变化
[83:32] 就是生产工具一定是第一时间能够去感知到这些变化
[83:37] 并且知道或者说是会去谈论的这些变化
[83:38] 并且知道或者说是会去谈论的这些变化
[83:39] 并且知道或者说是会去谈论的这些变化
[83:40] 如何去利用这个能力的
[83:42] 与此同时
[83:44] 就是生产工具我们刚才讲说
[83:46] 我们其实在构建所谓System 2
[83:48] 我们在去构建
[83:49] 这个
[83:50] 让System 1能够更好去
[83:53] 发挥它的效果的
[83:55] 所谓
[83:56] 这个Context
[83:58] 对
[83:58] 那这件事情它对于未来不管是
[84:02] 分配端还是这个消费端
[84:04] 它也是同等重要的
[84:05] 就是真正的
[84:06] 生产能力的成熟
[84:08] 它是System 1和System 2的
[84:09] 同时达到一个相对稳定的状态
[84:13] 然后
[84:13] 这个成本快速下降
[84:15] 然后maybe是新的硬件
[84:16] maybe是新的这个算法架构
[84:20] 但那个时候可能
[84:21] 会有一个更繁荣的
[84:23] 就是生产之后环节的
[84:25] 一些产品
[84:27] 所以
[84:30] 现在好好做工具
[84:31] 对就是我们有一个观点叫
[84:34] 不要在诺基亚的时代去做App
[84:37] 现在是诺基亚时代吗
[84:39] 也许吧
[84:41] 只是从我们自己的
[84:43] 从我们自己的
[84:44] 思考来去看可能现在这个时间点
[84:47] 不太适合去做App
[84:49] 不太适合去做App
[84:50] 这是一个打引号的App
[84:52] 就是比如说生产端
[84:55] 生产端它是一个更
[84:56] 离模型近的地方
[84:58] 然后它能够感召模型能力变化
[85:01] 并且它本身也在为未来的那个时间点成熟
[85:04] 去积累自己的数据
[85:05] 那
[85:06] 现在整个这个状态其实就还是在
[85:09] 我们认为叫诺基亚的时代
[85:11] 然后
[85:12] 当然在诺基亚里面也有App
[85:15] 就诺基亚里面有小游戏
[85:16] 诺基亚里面也有计算器对吧
[85:19] 你用过诺基亚吗
[85:20] 我当然用过
[85:23] 对
[85:23] 就是诺基亚里面也是有App的
[85:25] 但是诺基亚时代的App和
[85:28] iPhone时代的App
[85:29] 差别很大
[85:30] 它不是一个东西
[85:33] 它那个比较傻
[85:34] 对就是今天只有在更多的在生产端来去
[85:38] 去做好
[85:40] 做好积累和沉淀
[85:42] 未来才会有机会在iPhone
[85:45] 出现的那个时间点
[85:47] 去做出真正的好的App
[85:49] iPhone出现时间点的一个标志有可能是什么样的呀
[85:51] 它是一个硬件的创新还是一个什么的创新
[85:55] 我们刚才其实描述了一部分
[85:57] 就比如对于视频来说
[85:58] 那个多模态的
[86:00] 端到端的多模态模型
[86:01] 它应该具备刚才我们描述的那些能力
[86:04] 然后它的推理的
[86:06] 它的推理的速度
[86:07] 比如说有几个数量级的相机
[86:08] 它的成本有几个数量级的下降
[86:12] 现在还像一个大型机的时代
[86:14] 当然
[86:15] 你刚才讲到就是整个产业链的
[86:17] 就是AI对于产业链结构的影响
[86:20] 非常的有意思
[86:21] 你觉得
[86:23] 它会怎么重塑
[86:24] 刚才比如我们提到的这些
[86:26] 现有的这些App
[86:28] 已经互联网时代的App
[86:32] 它会对现代的这种格局带来很大的变化吗
[86:36] 我们其实会从
[86:38] 就是软件
[86:40] 然后互联网
[86:41] AI
[86:42] 这样三个
[86:44] 三种不同的这个技术
[86:47] 技术方式来去考虑这个问题
[86:50] 这里面其实很大的一个
[86:53] 变化在于说
[86:55] 对于最终
[86:57] 消费物的权利的转移
[86:59] 什么意思
[87:00] 我们去想软件的那个时代
[87:03] 软件的时代
[87:04] 它很像
[87:05] 就是
[87:06] 比如咱们国家
[87:07] 早期的时候的那个
[87:08] 供销社
[87:10] 就是
[87:11] 就是你只能买我生产出来的东西
[87:15] 对吧
[87:15] 就这个软件做出来之后
[87:16] 你就用就好了
[87:18] 好不好用
[87:19] 你可以去说
[87:20] 但是不好意思
[87:21] 我也不知道
[87:22] 不迭代
[87:23] 对
[87:24] 所以它的权利是更多在生产端的
[87:30] 对
[87:30] 那到了互联网的时代
[87:32] 这个权利慢慢转移到了
[87:34] 分配端
[87:36] 比如说电商的平台
[87:37] 然后比如说推荐
[87:38] 推荐引擎
[87:40] 然后搜索引擎
[87:42] 就是权利被转移到这里了
[87:43] 转移到平台
[87:45] 对它转移到分配端
[87:46] 分配这个环节了
[87:48] 那再往下
[87:49] 其实
[87:50] 就是按照这个趋势
[87:51] 推演
[87:52] 那它自然应该是转移到消费端才对
[87:56] 就是我要去消费的
[88:00] 内容
[88:01] 我们俩称叫信息商品
[88:02] 这个信息商品是什么样
[88:05] 其实它的权利应该在于
[88:08] 消费
[88:08] 那个商品的消费者本身
[88:12] 它告诉你我想要什么
[88:13] 然后还生成一段内容
[88:15] 那这就没有创作这啥事了呀
[88:17] 它不需要去告
[88:18] 它应该不需要去
[88:19] 再告诉这个模型
[88:21] 它想要
[88:22] 想要什么内容
[88:23] 就像你去用
[88:24] 推荐引擎的时候
[88:26] 你并不需要去
[88:27] 输入一个query
