[00:05] Hello 大家好,我是小骏
[00:07] AI 业界有两个尧舜宇
[00:09] 一个从OpenAI跳槽到了腾讯
[84:20] 可以讲我尽量说人话
[84:22] 但是也有可能实际上说的鬼话
[84:24] 所以
[84:26] 要是不想听的人可以跳过
[84:29] 划一下镜头
[84:30] 划一下镜头
[84:31] 当时可以在镜头前
[84:32] 设置两个村
[84:33] 然后
[84:34] 对非鳄米系统是这样
[84:37] 量子力学一个
[84:39] 最基本的假设
[84:40] 是
[84:41] 一个孤立系统
[84:42] 它的
[84:43] 演化被
[84:44] 腰症演化所描述
[84:47] 腰症演化是个鬼话对不起
[84:49] 腰症演化的意思就是它是一个
[84:51] 一个线性的过程
[84:53] 然后
[84:54] 这个线性过程它可以
[84:56] 被一个算子叫做哈密顿量来描述
[84:59] 哈密顿量从某种意义上来说
[85:02] 他有
[85:02] 有点像这个体系的能量但不完全是就是有点类似于
[85:05] 所以他决定了这个体系随着时间的演化
[85:08] 然后如果是一个孤立系统的话这个哈密顿量会是一个鳄米的矩阵
[85:12] 鳄米的矩阵就是你转制一下然后做一下共恶
[85:15] 它和原来是一样
[85:17] 但是呢
[85:18] 真实系统绝大多数都不是孤立系统
[85:22] 比如说
[85:23] 你我作为人肯定要和外界有信息交互有物质的交互
[85:28] 材料也是一样
[85:29] 就是你一块材料
[85:31] 放在那
[85:32] 除非你抽特别特别真空
[85:34] 你总得和陈迪有交互
[85:36] 你得和外界环境有交换
[85:38] 所以真实体系绝大多数时候都不是孤立系统
[85:40] 然后孤立系统他就不会被一个腰症的过程去
[85:43] 去描述
[85:44] 然后他所对应的哈密顿量也不会是一个鳄米的哈密顿量
[85:47] 就是这个非鳄米这个词的来源
[85:49] 他本质上是为了研究开放量子系统
[85:52] 就和外界有交换的量子系统
[85:53] 他的行为
[85:54] 然后
[85:55] 当时发现一个很困惑的事
[85:58] 是我们一开始是
[85:59] 试图研究这个开放量子系统里的一些拓扑现象
[86:04] 然后就发现
[86:05] 手算出来的这个理论的结果
[86:07] 和数值
[86:08] 死活也对不上
[86:10] 然后
[86:12] 更确切的说就是手算这个结果是假设了这个体系是一个周期的边界条件
[86:16] 比如他在一个环上
[86:17] 或者在一个轮胎的表面上
[86:20] 然后
[86:20] 数值的话就会
[86:22] 因为就和实际的情况比较类似嘛
[86:24] 会算一个
[86:25] 开放边界的就是一个方块
[86:27] 材料上的行为
[86:28] 就发现这两个结果死活也对不上
[86:30] 然后就试图理解这个事
[86:32] 后来就发现
[86:33] 大家过去用来描述
[86:35] 厄米系统的一个
[86:36] 一个基本的
[86:38] 的范式
[86:39] 就是所谓的这个布罗赫尔波
[86:41] 就假设物体的本成态都是一些
[86:44] 一些波的线性组合
[86:45] 嗯
[86:46] 这个
[86:47] 算是一些政权预先波这种这种波的线性组合这个
[86:51] 这个这个假设
[86:52] 这个假设
[86:53] 其实在
[86:54] 非厄米系统里面会会
[86:57] break down
[86:58] 就是会
[86:59] 变成
[87:00] 不错的
[87:00] 实质情况就是
[87:01] 后来我就发现在非厄米系统里其实他的
[87:04] 这个能量的本成态都会
[87:06] 有可能会聚集到这个体系的一边边去
[87:08] 对然后我们就系统的建立了这套这套描述的方法
[87:12] 然后
[87:13] 就是
[87:15] 建立一套体系去描述一个开放边界的非厄米系统
[87:18] 他的本成态该怎么去描述
[87:20] 进而描述他的一些随时间演化和一些动力学
[87:24] 所以
[87:25] 这个是当时这份这个这个工作然后
[87:28] 后来就有很多
[87:30] 因为他其实是一个一个范式上的更新了所以后来就有很多
[87:35] 很多follow up的工作
[87:36] 但是后来其实我换方向了所以就没有太在这个方向就继续做了
[87:41] 你为什么不演练他做
[87:43] 很难抓住一次范式的变化呢
[87:45] 是不是
[87:46] 很难抓住一次范式的变化
[87:48] 是的
[87:49] 是呢
[87:50] 这就是人性的弱点就是
[87:52] 我感觉我总爱
[87:54] 挑战一些自己不会的事
[87:55] 尤其当时就我不知道我当时的感觉是
[88:00] 在那个方向
[88:01] 可能那个工作
[88:03] 从
[88:03] 再过几年回头来看就会是这个方向最重要的工作
[88:07] 后面你再去做一些工作可能
[88:09] 确实会让你更有名
[88:10] 获得更多的引用
[88:12] 写更多好的期刊的文章找到一个好教职但是
[88:15] 感觉
[88:16] 作为一个科学生来说就没那么
[88:20] 令人激动了
[88:21] 所以我当时就想
[88:22] 换个东西做
[88:23] 换一个自己不太会的东西做
[88:25] 然后所以就读博士的时候就换了一个方向去做高能语论
[88:30] 高能理论物理
[88:31] 所以你本科和博士也是不一样
[88:34] 也是不一样
[88:35] 还不是从物理跳到AI
[88:37] 其实你本科和博士看起来都是物理
[88:39] 其实方向也已经发生了很大的变化
[88:41] 是两个几乎没有任何联系的方向
[88:43] 你这个很
[88:45] 很神奇还包括你选竞赛去那个格制中学也很神奇
[88:51] 这是你的什么人性
[88:53] 我觉得就是
[88:56] 说难听了就是爱折磨自己
[88:59] 说好听的是挑战自己
[89:04] 被折磨开心吗
[89:06] 我觉得如果
[89:07] 为了被折磨而被折磨
[89:09] 那这个人就是有心理疾病
[89:11] 但是如果一个人是为了
[89:13] 学习更多的东西丰富自己的
[89:15] 精力和能力而被折磨我觉得是值得的
[89:20] 你本科那个老师王忠老师也是个underdog是吧
[89:23] 算吗
[89:24] 不算
[89:25] 人家做的挺好的
[89:26] 怎么可以这样说
[89:27] 在那个时候你跟他说他很年轻
[89:30] 他很年轻但是他
[89:32] 我对他的印象一直都是他是一个很
[89:34] sharp的人
[89:35] 就是很
[89:37] 能看问题
[89:38] 试图理解问题理解很清楚的人
[89:40] 确实
[89:42] 可能不像很多
[89:44] 老师那样是
[89:46] 就是
[89:48] 很有名气在社会上或者很光彩夺目
[89:50] 只要那个时候不是现在已经很有名气了
[89:53] 那时候还没有那么有名气
[89:54] 但是我觉得从能力
[89:56] 能力上来说我觉得他是
[89:57] 是很强的
[89:58] 对然后
[89:59] 其实他一开始是他读博士的时候是和那个守成老师张守成老师
[90:05] 学习所以说
[90:07] 能被守成老师挑中的人
[90:09] 基本都不会太差
[90:12] 他对于你
[90:13] 博士换方向
[90:15] 说过什么吗
[90:18] 没说过什么
[90:20] 我觉得他是一个
[90:23] 他是一个
[90:24] 不爱干涉别人的人
[90:26] 我不知道他内心是怎么想的
[90:30] 但是我觉得
[90:31] 他是一个不爱干涉别人的人
[90:33] 量子物理
[90:34] 整个是一个什么样的世界观
[90:36] 他跟
[90:38] 我觉得我觉得最大的区别就是
[90:41] 我觉得
[90:42] 有很多和经典物理有很多很多不一样的地方但是我觉得他们俩是一个对应的概念是吧经典物理和量子物理
[90:48] 他俩是一个在不同能量和
[90:52] 时间或者空间尺度下的理论
[90:55] 就说
[90:56] 本质上我们这世界都是量子
[90:58] 当然就我们现在也不知道比更小的尺度大会是什么对吧就更小尺度上有很多
[91:02] 不一样的
[91:03] 想法比如说选论是一个想法然后看
[91:06] 想法全量子也是个想法之类的
[91:08] 但那些都没有办法验证
[91:10] 被验证了
[91:11] 小尺度上的有效理论
[91:13] 就是量子物理
[91:15] 最小的尺寸
[91:16] 被实验上能够验证的
[91:19] 最小尺寸的
[91:20] 有效理论
[91:21] 就是量子
[91:22] 当然这里面包括量子力学和量子炒论
[91:25] 然后经典物理是当你
[91:27] 看所看的这个空间尺度
[91:30] 和比较大的时候
[91:32] 这个量子物理会慢慢退化成经典物理
[91:35] 其实它更多的是在不同尺度下的
[91:38] 不同的有效理论
[91:39] 这个
[91:40] 这个事其实在物理上一个很
[91:42] 很深刻的想法就是所谓的重重化群
[91:45] 重重化群说的事就是说
[91:49] 在
[91:49] 一个描述一个体系的理论
[91:52] 在不同的能量尺度下可能看起来是完全不一样
[91:57] 然后
[91:58] 哪怕他们可能从根源上来说都是一个大一统理论
[92:01] 当然在现在
[92:02] 没有什么真正的大一统理论了
[92:04] 如果存在的话
[92:05] 他们哪怕在根源上是同一个根
[92:07] 但他们在不同尺度上可能看起来也是完全
[92:09] 不一样
[92:10] 然后所以经典物理和量子物理更多是两个不同尺度下的描述
[92:15] 讲到量子物理有几个词好像是相关的
[92:18] 比如说蝴蝶效应
[92:19] 比如说量子纠缠
[92:21] 能不能讲讲这些
[92:23] 我觉得这个可能是大家能听得懂的
[92:25] 然后我也不懂物理大家不要骂我
[92:27] 我也不懂量子物理
[92:29] 对我觉得量子纠缠确实是一个
[92:32] 大家
[92:33] 比较耳熟能详的
[92:34] 量子物理比较独特的事情
[92:37] 很简单的就是说
[92:38] 我有两个例子比如他属于一个纠缠态然后
[92:42] 我可能他们实际上相隔很远但实际上我可能对其中一个做一些测量或者围绕
[92:47] 他也会影响到另外一个的状态
[92:49] 这个是真实存在的
[92:52] 什么样的会有量子纠缠
[92:54] 什么样两个物体
[92:55] 有很多
[92:57] 就是就是有很多实际情况
[93:00] 实际上当
[93:01] 当你足够
[93:02] 看得足够足够细
[93:04] 足够足够微观的时候
[93:05] 绝大多数的
[93:06] 例子可能都处于纠缠态
[93:08] 但实际上来说你可以比如说制造一个自选
[93:12] 和另外一个自选
[93:13] 你先把他俩靠在一块
[93:14] 然后
[93:15] 把它
[93:16] 探索到一个纠缠态上
[93:17] 然后你可以把其中一个拉得很远
[93:19] 他俩就成了一个距离很远的纠缠态
[93:22] 然后甚至好像
[93:24] 我记得几年以前还有人专门去做就是
[93:28] 把一个细菌和一个什么东西
[93:30] 然后置备在一个量子纠缠态里
[93:32] 什么叫
[93:33] 制配在一个量子
[93:35] 纠缠态里
[93:37] 这个是可以人为操作的
[93:38] 这是一个可以人为操作的
[93:39] 为什么
[93:40] 怎么操作
[93:41] 一般来说就是通过一些测量和演化算幅的作用
[93:47] 能够把它制备到这个状态上
[93:48] 但是这里面
[93:49] 难的其实是
[93:51] 实验上怎么实现这个过程
[93:53] 就是你可以想象就是说
[93:55] 你做一些量子测量和一些
[93:57] 和一些所谓的量子门的操作其实是
[94:00] 比较难的
[94:01] 因为
[94:02] 你会因为就又回到刚才说的就是每一个体系它其实都不是孤立的
[94:06] 你可能
[94:07] 这两个自选你觉得我这种制备一下它不知道到纠缠态了吗
[94:10] 那我再把它拉开不就完了
[94:12] 但是实际的问题是这两个粒子活在我们这个世界里
[94:15] 会不断有别的粒子撞它一下
[94:17] 或者外面的热量挠动它一下
[94:19] 它一下这个状态就没有
[94:20] 最难的是怎么具
[94:22] 具体实验上去实施这个过程
[94:23] 对
[94:24] 然后
[94:25] 纠缠的另外一个粒子
[94:27] 可能更好说明一下我其实应该提那个例子就是
[94:30] 薛定谔的猫
[94:31] 薛定谔的猫
[94:32] 那就是一个
[94:33] 更
[94:34] 更
[94:35] 更耳熟能详的例子
[94:36] 就说它的状态其实是
[94:38] 叠加了
[94:39] 这个某一个放射源
[94:41] 发出粒子和猫死了
[94:43] 这是一个状态
[94:44] 另外一个状态是放射源没有发出粒子
[94:46] 猫活着
[94:47] 这两个东西都叠加状态
[94:49] 其实比如说你去测量一下那个放射源
[94:51] 发现放射源放出粒子
[94:53] 你就知道猫死了
[94:54] 不管这猫和这个放射源离多远
[94:57] 对
[94:57] 所以这是纠缠
[94:59] 但是
[95:00] 蝴蝶效应是一个
[95:02] 是一个另外的事
[95:04] 然后蝴蝶效应这个事
[95:07] 蝴蝶效应就是
[95:08] 耳熟能详的部分其实反而是经典物理
[95:11] 就是大家经典物理
[95:13] 听到的蝴蝶效应就是那个
[95:15] 著名例子就是什么
[95:16] 可能南美洲一个蝴蝶扑了一下翅膀
[95:18] 半个月之后什么北美洲刮了个台风
[95:22] 但是他从更数学的
[95:24] 表述来说他就是说
[95:26] 在
[95:27] 时间
[95:30] 起始的时候
[95:31] 你如果做一个
[95:32] 很小的很小的扰动
[95:34] 然后你去测量这个扰动产生的影响在未来有多大
[95:37] 你会发现这个
[95:39] 扰动的变化是指数级变大的
[95:42] 这是他数学上对经典蝴蝶效应的一个描述
[95:46] 但是之前大家比较费解的一件事就是
[95:49] 这个事情在量子体系里怎么可能存在
[95:52] 原来量子体系刚说的就孤立量子体系是一个腰正影
[95:55] 这是一个很线性的过程
[95:57] 所以说
[95:57] 从某种意义上来说就是
[96:00] 你如果一个状态
[96:01] 就是一个始量
[96:03] 和另外一个始量开始的时候夹角不太大
[96:05] 那经过一些演化之后这个夹角应该不会变
[96:08] 然后
[96:09] 所以怎么会存在这种就是初始状态变得
[96:13] 离的很
[96:13] 差别很小
[96:14] 在未来变得就是指数级变大
[96:17] 好像在量子力学上看是不太可能实现的事
[96:20] 但刚刚又说了其实我们世界
[96:22] 是
[96:23] 在微观是量子然后在宏观就变成静电了
[96:26] 那他俩一脉相承的
[96:27] 怎么可能这有那没有
[96:28] 这是大家也试图理解的事
[96:30] 那当然这个后来大家就有一些
[96:32] 更好的理解就是说其实
[96:34] 你讨论这个
[96:35] 量子里面宏观相承的时候不应该讨论两个态之间的
[96:38] 这个这个变化而是应该讨论一些
[96:42] 就是
[96:43] 所谓的local observable
[96:44] 就是局域的观测量的变化
[96:46] 那个其实是对应了经典物理里的你的看到的那些变化
[96:50] 那你读了四年的量子物理以后
[96:53] 你当时在想什么
[96:55] 你觉得物理对你的帮助是什么
[96:57] 在你大四要毕业的时候
[96:59] 我觉得本科期间
[97:01] 读物理
[97:02] 最大的帮助就是
[97:03] 第一
[97:05] 想问题要想清楚就是读书
[97:07] 不在于读的多而在于读的深
[97:09] 你读的多
[97:11] 不代表
[97:12] 你能够发现新的东西
[97:14] 但如果你对一件事有和别人不一样的见解
[97:17] 那个才是对这个社会来说更有价值的事
[97:20] 这一件事然后另外一件事就是
[97:22] 别太相信理论
[97:24] 别太相信纯理论
[97:26] 因为
[97:27] 得出这个结论
[97:28] 因为当时那个事
[97:30] 发现的主要原因
[97:32] 还是因为能做数值
[97:34] 就一开始是因为数值和理论对不上
[97:37] 才
[97:38] 仔细的研究那个问题然后发现了这个事
